kategori,subkategori,tanggal,jam,latitude,longitude,tempat kejadian,nama kapal,bendera kapal,jenis kapal,berat kapal,IMO,Call Sign,MMSI,status kapal,nama perusahaan,nama pemilik,pelabuhan terakhir,pelabuhan tujuan,kapten kapal,kewarganegaraan,jumlah kru,pok/org afiliasi,modus operandi,sumber_klasifikasi_berita,isi_berita,pemeriksa,kapal penangkap,deskripsi
Penyelundupan,Penyelundupan Migas,15/10/2018,15:35,111.23844,-4.22473,Laut Jawa,USS Ara (AK-136),China,Tug Boat/Kpl Tunda,111,IMO 95354,FAS72319,39685,Sandar,PT. Ahner Adhi Perkara,Joni Marsinih,Benjina,Bonerate,Mevlt,Luxembourg,,,,A,1,KKP,Kpl Pengeruk/Dredger,
Penyelundupan,Penyelundupan Migas,22/12/2015,23:45,134.5695458,2.00458433,Laut Halmahera,LT Cortesia,Samoa,Kpl Nelayan,200,IMO 27367,ZCA4517,24788,Lego,PT. Garuda Tama Indonesia,Thomas Andrews,Sapudi,Pangkal Balam,Dalimi Abdullah,Mauritius,,,,E,4,TNI,Kpl Peti Kemas/Container,
Penyelundupan,Penyelundupan Komoditi,17/11/2019,23:15,109.80566,-5.35067,Laut Jawa,Exxon Valdez,Lithuania,Tug Boat/Kpl Tunda,222,IMO 87919,OYX15181,52774,Lego,PT. Paramas Permata,Krokus,Fogi,Munte/Likupang Barat,Schartner,Bosnia & Herzegovina,,,,E,2,Polri,Penumpang,
Penyelundupan,Penyelundupan Senjata Handak,05/08/2019,06:30,121.0771263,3.92743295,Laut Sulawesi,"Umm Slal, LNG Tanker",Algeria,Kpl Militer,129,IMO 21633,WRO262620,61865,Lego,PT. Paramas Permata,ovi,Kairatu,Moor,Qolba,Serbia,,,,E,1,TNI AL,Kpl Pengeruk/Dredger,
Penyelundupan,Penyelundupan Komoditi,13/02/2019,16:40,126.0404062,-6.63142799,Laut Banda,Truelove,Jordan,Kpl Pengebor/Drillship,112,IMO 87525,UNT242223,13735,Layar,PT. Ensti Expres,Mohammed Noor,Fani,Yaba,Kusti Paasikivi,Jamaica,,,,E,3,TNI AL,Kpl Selam,
Penyelundupan,Penyelundupan Senjata Handak,12/12/2017,06:05,106.64406,-4.70335,Laut Jawa,MSC Leigh,Zimbabwe,Kpl Pengeruk/Dredger,152,IMO 36938,DNZ1025,59879,Sandar,PT. Anggun Cipta Internusa,tienne,Riung,Boipinang,Beule,Falkland Is.,,,,E,5,TNI,Kpl Pemerintah,
Penyelundupan,Penyelundupan Migas,24/06/2016,03:15,124.3140321,2.2722265,Laut Sulawesi,MV Resolution Bay,Barbados,Kpl Pengeruk/Dredger,249,IMO 71855,KSW5227,69938,Layar,PT. Bermuda Mandiri Brilian,Artyom Bludnov,Malahayati,Celukan Bawang,M. Arief,Portugal,,,,C,2,Polri,Kargo/Barang,
Penyelundupan,Penyelundupan Senjata Handak,18/05/2019,16:45,117.2322543,-7.13046555,Laut Flores,MV Adula,Central African Republic,Kpl Peti Kemas/Container,213,IMO 56117,JZX10102,64863,Lego,PT. ACC Express,Simone Tiribocchi,Gilimanuk,Carocok Painan,Djuanda Kartawidjaja,Norway,,,,E,3,Bakamla,Kpl Pesiar,
Penyelundupan,Penyelundupan Narkoba,29/11/2019,21:05,132.0400947,2.28184804,Laut Halmahera,"Umm Slal, LNG Tanker",Guinea,Survey/Kpl Survei,194,IMO 53598,JSF81519,36999,Layar,Toko Lili,Lszl Bodnr,Anyer Lor,Binongko,Khaidir,Hungary,,,,E,4,Bea Cukai,Speed Boat,
Penyelundupan,Penyelundupan Narkoba,06/01/2017,08:40,106.94077,-4.17926,Laut Jawa,MV Empire MacCabe,Somalia,Tanker,105,IMO 31926,QUY102121,27541,Layar,PT. Tpal Ekspres Indonesia,Trinks,Galesong,Tanjung Balai Asahan,Tobias Levels,Wallis & Futuna,,,,F,6,TNI AD,Kpl Pengebor/Drillship,
Penyelundupan,Penyelundupan Migas,25/01/2017,13:45,122.4596177,3.68506923,Laut Sulawesi,Maritime Jewel,Tanzania,Kpl Ro-Ro,153,IMO 75112,BIM231711,41376,Lego,PT. Sukma Bintang Surya,Powter,Naikliu,Lampia,Widjojo,Mauritania,,,,B,2,KKP,Supply Ship,
Penyelundupan,Penyelundupan Barang Tambang,27/04/2018,06:00,133.5008312,0.23962492,Laut Halmahera,"Houston Express, container ship for Hapag-Lloyd line",Syria,Bulker/Kpl Pengangkut Barang Curah,158,IMO 39791,APA20245,43274,Layar,Toko Lili,Raniere,Selayar/Benteng/Rauf Rahman,Lampia,Risma,Belarus,,,,A,5,TNI,Kpl Peti Kemas/Container,
Penyelundupan,Penyelundupan Migas,20/04/2015,05:45,126.394666,-6.77409553,Laut Banda,USS Ara (AK-136),Romania,Kpl Ro-Ro,202,IMO 33278,OFP171512,17334,Layar,PT. Rajawali Dirgantara Perkasa,Devi Dja,Maritaing,Bemo,Holger Badstuber,Togo,,,,E,5,Bakamla,Kpl Layar,
Penyelundupan,Penyelundupan Barang Tambang,30/10/2016,07:15,107.42847,-5.94751,Laut Jawa,SS Nomadic,Costa Rica,Tanker,192,IMO 14246,MTQ16222,51254,Layar,CV. Dwijaya Makmur,Muhammad Khatami,Seget,Ampenan,Karpov,Georgia,,,,D,1,KKP,Survey/Kpl Survei,
Penyelundupan,Penyelundupan Senjata Handak,23/01/2014,12:15,129.730708,1.14049444,Laut Halmahera,U-Sea Colonsay,Liberia,Kpl Kayu,176,IMO 69878,PWQ18413,38581,Lego,King Garden,Hans Georg,Buano,Papela,Ichir Nagai,Italy,,,,E,6,KKP,Tug Boat/Kpl Tunda,
Penyelundupan,Penyelundupan Migas,22/12/2015,01:10,117.0749559,-6.98742525,Laut Flores,MV Sirius Star,Romania,Penumpang,132,IMO 25697,XKA467,34543,Layar,Bp.Karya Mandiri,Migi,Midai,Wini,Arvalo Ros,Nicaragua,,,,A,1,TNI AU,Kpl Selam,
Penyelundupan,Penyelundupan Komoditi,02/12/2017,08:30,125.270352,-4.41667561,Laut Banda,Hudson Cavalier,Andorra,Kargo/Barang,166,IMO 91858,JWH252118,31137,Lego,PT. Ekspres Sistem Indonesia,Hero Fiennes,Bau-Bau/Murhum,Sukabangun Ketapang,John Heitinga,St. Lucia,,,,F,2,Bakamla,Supply Ship,
Penyelundupan,Penyelundupan Komoditi,21/09/2019,15:15,135.9896382,0.00017983,Laut Halmahera,USS Ascella (AK-137),Mayotte,Tug Boat/Kpl Tunda,139,IMO 39875,ZSE20119,33781,Layar,PT. Cargo Andalan Nusantara,Jae-suk,Fani,Banggai,Jorge Neto,Cuba,,,,F,1,TNI AU,Kpl Ro-Ro,
Penyelundupan,Penyelundupan Komoditi,27/12/2014,01:45,117.9083005,-6.81283304,Laut Flores,MT Sidsel Knutsen,Ukraine,Kpl Peti Kemas/Container,194,IMO 38425,UQS214,66748,Sandar,PT. Indologistik Kurir Internusa,Milla Jovovich,Kobror,Eci,Lescott,United States,,,,C,1,Bakamla,Kpl Pemadam Kebakaran/Fireboat,
Penyelundupan,Penyelundupan Barang Tambang,17/11/2018,00:05,127.6168345,-4.95462657,Laut Banda,Exxon Valdez,Palau,Bulker/Kpl Pengangkut Barang Curah,229,IMO 97666,PGX222422,85276,Lego,Toko Lili,Andrei Yevgenyevich Smirnov,Sabang,Bula,Endank Soekamti,Nepal,,,,A,2,TNI,Speed Boat,
Penyelundupan,Penyelundupan Senjata Handak,22/05/2015,02:40,123.7694449,2.30038173,Laut Sulawesi,USS Alkaid (AK-114),Montserrat,Survey/Kpl Survei,219,IMO 92748,LNF17324,55263,Sandar,Mega Resources Textil Agency,Azwir Dainy Tara,Saonek,Glimandangin,Mat Solar,Monaco,,,,D,5,Bakamla,Speed Boat,
Penyelundupan,Penyelundupan Narkoba,20/06/2016,06:35,129.726125,0.66369456,Laut Halmahera,SS Fredericksburg,Netherlands Antilles,Speed Boat,127,IMO 84614,OWX9165,22693,Lego,PT. Global Artha Abadi,Neneng Rosediana,Bagan siapi-api,Batutua,Jahjaga,Algeria,,,,C,3,TNI AL,Kargo/Barang,
Penyelundupan,Penyelundupan Barang Tambang,29/05/2019,18:10,129.3035046,-6.35882184,Laut Banda,Thomas W. Lawson,Spain,Bulker/Kpl Pengangkut Barang Curah,189,IMO 72828,UGK1124,94223,Lego,PT. Indoexpress Logistics,Levan Kobiashvili,Waworada,Kao,Gonzlez Marcos,Netherlands Antilles,,,,E,4,TNI AU,Kpl Pesiar,
Penyelundupan,Penyelundupan Komoditi,20/01/2018,23:30,108.49635,-5.27047,Laut Jawa,USS Azimech (AK-124),St. Lucia,Kpl Kayu,191,IMO 98529,YUA17227,54563,Sandar,PT. Gema Lintas Semesta,Putria,Eci,Sadai,Filipp Breytveyt,Belize,,,,A,5,Polri,Kpl Penyelamat/Lifeboat,
Penyelundupan,Penyelundupan Narkoba,29/01/2015,06:30,120.3202807,4.27843481,Laut Sulawesi,SS Runic ||,Morocco,Bulker/Kpl Pengangkut Barang Curah,121,IMO 95371,OBR51412,13778,Sandar,PT. Direga Rayakonsult,Hadjar Dewantara,Dobo,Biak,Ririn,Bulgaria,,,,E,3,KKP,Kpl Derek/Crane,
Penyelundupan,Penyelundupan Senjata Handak,09/09/2018,09:35,108.98734,-5.66463,Laut Jawa,SS Naronic,Vietnam,Kpl Selam,215,IMO 74999,XCT16195,74873,Sandar,CV. Dwijaya Makmur,Henry Cole,Wakai,Manu/Gamumu,Muis Hasan,Cook Is.,,,,B,5,Bakamla,Kpl Layar,
Penyelundupan,Penyelundupan Barang Tambang,01/12/2017,22:25,108.41731,-5.92455,Laut Jawa,MSC Cordoba,Niger,Kpl Pesiar,158,IMO 82477,UOC61423,59888,Lego,Agung Jaya,Fachmi Bobby,Bade,Mempawah,Dmytro Semochko,The Gambia,,,,D,5,TNI AL,Kpl Militer,
Penyelundupan,Penyelundupan Narkoba,02/03/2016,23:10,129.4752826,-4.5129016,Laut Banda,USS Arided (AK-73),Togo,Tongkang,228,IMO 89788,NRO131,43752,Sandar,PT. Abiyah Pratama,Vijay K.,Kotiti,Panarukan,David Villa,The Bahamas,,,,B,2,TNI AL,Kpl Ikan,
Penyelundupan,Penyelundupan Narkoba,07/01/2018,15:20,130.1237084,-5.74949332,Laut Banda,MOL Enterprise,South Korea,Kpl Ikan,170,IMO 21554,IDI24723,73955,Sandar,Bintang Terang,Joseph Edward,Matui,Pangkalan Susu,Irwan,Algeria,,,,B,4,TNI AD,Kpl Penyelamat/Lifeboat,
Penyelundupan,Penyelundupan Narkoba,02/06/2015,15:50,116.5267715,-6.84993541,Laut Flores,SS Gallic,French Southern & Antarctic Lands,Kpl Pengebor/Drillship,149,IMO 95368,PLU201611,66785,Sandar,PD. Guma Karya,Jensen Page,Tanjung Emas,Buhias,Ramires,New Caledonia,,,,E,3,Polri,Kpl Militer,
Penyelundupan,Penyelundupan Narkoba,24/11/2014,07:20,132.1553181,0.21213046,Laut Halmahera,MSC Carouge,India,Kpl Selam,121,IMO 56999,EJN231012,39955,Layar,Bintang Terang,Kholidi Asadil Alam,Ereke,Kisar,Jens Hegeler,Luxembourg,,,,F,1,TNI AD,Kpl Layar,
Penyelundupan,Penyelundupan Barang Tambang,05/12/2018,00:35,126.4080349,-6.24928024,Laut Banda,USS Alnitah (AK-127),Kuwait,Kpl Layar,247,IMO 97291,DFV17227,76289,Lego,PT. Abiyah Pratama,Witherspoon,Munte/Likupang Barat,Sanana,Imam Munandar,Kenya,,,,E,1,Polri,Speed Boat,
Penyelundupan,Penyelundupan Komoditi,25/04/2014,05:00,123.5905768,3.06794909,Laut Sulawesi,SS Tauric,Pitcairn Is.,Kpl Militer,240,IMO 91798,UXL10126,87169,Layar,PT. Lion Express,Gibb,Bintuhan/Linau,Larat,Gere,Cayman Is.,,,,B,4,KKP,Kpl Kayu,
Penyelundupan,Penyelundupan Narkoba,03/07/2018,01:45,109.1985,-4.61772,Laut Jawa,CMA CGM Vela,Morocco,Kpl Ikan,162,IMO 58479,UUM15262,89531,Lego,PT. Bermuda Mandiri Brilian,Jnos der,Fak-fak,Talaga Raya,Tim Berners Lee,Venezuela,,,,D,4,KKP,Kpl Kayu,
Penyelundupan,Penyelundupan Barang Tambang,17/10/2015,05:50,119.499052,-7.84787121,Laut Flores,Torben Spirit,Comoros,Tanker,107,IMO 41569,OIQ23235,16526,Sandar,PT. Bee Bersama Kargo,Ahmad Kanedi,Tanjung Berakit,Lakara,Mohammed Al Ahmed,Benin,,,,C,6,TNI,Speed Boat,
Penyelundupan,Penyelundupan Barang Tambang,15/05/2016,15:30,116.8593539,-7.46100265,Laut Flores,Xin Los Angeles,Paraguay,Kpl Pesiar,122,IMO 51588,ZVF92619,11381,Sandar,PT. Dexter Ekspressindo,Widmer,P. Raas,Siuban,Sihanouk,Maldives,,,,C,3,TNI AL,Tug Boat/Kpl Tunda,
Penyelundupan,Penyelundupan Narkoba,19/06/2019,08:55,129.8739091,-4.94080479,Laut Banda,Truelove,Martinique,Speed Boat,244,IMO 58362,DFM21219,17237,Lego,PT. Trimudilah Inti Mandiri,Nurdin Tampubolon,Serui,Banemo,Rochelle Aytes,Cameroon,,,,C,3,Bakamla,Kpl Layar,
Penyelundupan,Penyelundupan Narkoba,12/10/2016,20:45,130.3852483,-4.42527053,Laut Banda,MV Tampa,Namibia,Kpl Ro-Ro,163,IMO 15342,EVN162310,52686,Layar,PT. Nirwana Indah Cemerlang,Sultan Said Ali,Tifure,Giliketapang,Nuraini,Uruguay,,,,C,2,Bakamla,Kpl Selam,
Penyelundupan,Penyelundupan Komoditi,20/09/2019,22:45,118.5455373,-7.31867065,Laut Flores,Xin Los Angeles,Central African Republic,Kpl Pemadam Kebakaran/Fireboat,224,IMO 48954,OWG12110,42455,Lego,PT. Ayucitra Mandiri,Jeong Jin-yeong,Binongko,Sigli,Jessica Biel,Chile,,,,C,5,Bea Cukai,Kpl Pengebor/Drillship,
Penyelundupan,Penyelundupan Narkoba,15/03/2015,13:30,108.10236,-3.63305,Laut Jawa,MS Antenor,Guinea,Kpl Ro-Ro,219,IMO 97232,TAD182422,79884,Layar,PT. Nusantara Ekspress,Soerjoko,Galesong,Lhok Tuan,Jos Figueres Ferrer,Lithuania,,,,B,4,TNI AD,Kpl Selam,
Penyelundupan,Penyelundupan Senjata Handak,06/06/2018,06:35,123.2507808,2.20481377,Laut Sulawesi,MV Acavus,Jordan,Survey/Kpl Survei,218,IMO 51171,EDV21236,43592,Lego,PT. Gumay Tama Bersaudara,Lee De Forest,Tobelo,Dumai,Ismail Petra,Armenia,,,,D,3,Bakamla,Speed Boat,
Penyelundupan,Penyelundupan Komoditi,27/08/2019,16:00,109.22831,-3.58107,Laut Jawa,"Maharshi Krishnatreya, LPG Tanker",Germany,Kpl Ro-Ro,111,IMO 78191,FXN225,23121,Layar,PT. Mitra Utama Sejahtera Logistik,Javier Prez de Cullar,Bulukumba/Lappe'e,Sarmi,Iwamasa,Pakistan,,,,B,2,Bea Cukai,Kpl Pemerintah,
Penyelundupan,Penyelundupan Migas,25/12/2017,09:55,126.4707516,-6.3946925,Laut Banda,MSC Leigh,Zimbabwe,Supply Ship,249,IMO 77121,RUM7526,79754,Sandar,PT. Trimudilah Inti Mandiri,Vidyanata,Wani,Talaga Raya,Luis Jimnez,Serbia,,,,A,2,Polri,Kpl Nelayan,
