kategori,subkategori,tanggal,jam,latitude,longitude,tempat kejadian,nama kapal,bendera kapal,jenis kapal,berat kapal,IMO,Call Sign,MMSI,status kapal,nama perusahaan,nama pemilik,pelabuhan terakhir,pelabuhan tujuan,kapten kapal,kewarganegaraan,jumlah kru,pok/org afiliasi,modus operandi,sumber_klasifikasi_berita,isi_berita,pemeriksa,kapal penangkap,deskripsi
IUU Fishing,,19/02/2017,23:20,107.05619,-4.18363,Laut Jawa,Sitakund,Haiti,Tanker,196,IMO 19797,TBJ2424,39966,Sandar,PT. Pumasera Mitra Sejahtera,Menachem,Sinjai/Larea-rea,Agats,Kiem,Mozambique,,,,A,3,Polri,Kpl Kayu,
IUU Fishing,,13/05/2016,06:25,136.281864,0.90653879,Laut Halmahera,USS Alkes (AK-110),Timor-Leste,Kpl Ikan,231,IMO 72851,SAT41017,51955,Sandar,PT. Bhanda Ghara Reksa (Persero),Iwan Gayo,Dorosagu,Beo,Brittany Murphy,Marshall Is.,,,,D,2,KKP,Penumpang,
IUU Fishing,,30/08/2017,21:00,110.01783,-5.16183,Laut Jawa,MSC Geneva,United Kingdom,Kpl Nelayan,148,IMO 96676,WYC72522,77211,Sandar,PT. Digdaya Galang Semesta,Idris Haron,Kereng Bengkirai,Palipi,Saad Al,Seychelles,,,,E,3,Bea Cukai,Supply Ship,
IUU Fishing,,08/07/2016,12:55,107.10633,-4.45822,Laut Jawa,CMA CGM Medea,Colombia,Kpl Derek/Crane,230,IMO 53151,QVD19725,72382,Layar,PT. ESL EXPRESS,Oleksandr Horyainov,Leksula,Falabisahaya,Odagiri,Kenya,,,,C,1,Polri,Kpl Nelayan,
IUU Fishing,,27/01/2016,04:10,121.8965562,3.92384775,Laut Sulawesi,USS Bali (ID-2483),India,Kpl Kayu,210,IMO 46387,DNB1759,51751,Lego,PT. ESL EXPRESS,Ivan Toplak,Patani,Sepo,Nyarko,Nigeria,,,,E,1,TNI AD,Kpl Kayu,
IUU Fishing,,17/05/2017,14:30,130.8131803,0.92638975,Laut Halmahera,SS Asiatic,Kyrgyzstan,Kargo/Barang,118,IMO 48919,DXR23719,34533,Layar,PT. Mirantha Nuansa Ayu,Aydn,Watunohu,Branta,Deddy Luthan,Montenegro,,,,F,2,Bea Cukai,Kpl Peti Kemas/Container,
IUU Fishing,,09/06/2014,22:35,138.1821793,1.73040858,Laut Halmahera,MSC Leigh,Netherlands,Kargo/Barang,164,IMO 15139,OMS222411,26653,Layar,PT. Indomontas Karya Mandiri,Coentro,Labuhan Uki,Kalama,Brchet,Malaysia,,,,C,6,Bakamla,Kpl Ro-Ro,
IUU Fishing,,19/10/2014,09:45,124.1408308,3.1738779,Laut Sulawesi,"Al Rekayyat, LNG Tanker",Congo,Tanker,163,IMO 73278,QUK101813,22397,Lego,PT. CiPTa Pesona Buana,Thomas R. Marshall,Daruba,Badas,Wijetunga,China,,,,F,5,TNI AD,Kpl Kayu,
IUU Fishing,,03/04/2019,15:25,126.5285687,-6.47366605,Laut Banda,"Edith Mærsk, container ship for Maersk Line",Poland,Tongkang,171,IMO 41769,GOB221113,88261,Layar,PT. Sky Light Multitrada,Djohan,Awerange/Barru,Sapeken,Lila Downs,Ethiopia,,,,F,3,TNI AD,Kpl Militer,
IUU Fishing,,29/09/2019,13:45,110.70536,-4.45204,Laut Jawa,MSC Carouge,Austria,Tongkang,144,IMO 34379,VUB8713,26347,Lego,PT. Pusaka Cakra,Mondale,Labuhan Haji,Wulur,Valletta,Burundi,,,,F,5,TNI AL,Tongkang,
IUU Fishing,,11/12/2015,19:40,108.68428,-3.7954,Laut Jawa,MSC Leigh,Reunion,Supply Ship,159,IMO 23892,VCE101812,67256,Lego,PD. Maslahat,Eljero,Eray/Upisera,Muko-Muko,Zaytsev,Latvia,,,,B,1,TNI AD,Tongkang,
IUU Fishing,,05/09/2018,10:15,110.25294,-5.522,Laut Jawa,SS Nomadic,Turks & Caicos Is.,Supply Ship,245,IMO 16619,YAI22323,27493,Layar,PT. Lion Express,Kemal Atatrk,Luwuk,Garongkong,Antonius Hermanus,Zimbabwe,,,,E,4,TNI AU,Kpl Selam,
IUU Fishing,,29/04/2018,08:10,121.5415946,2.84406734,Laut Sulawesi,SS Ionic,South Georgia & the South Sandwich Is.,Kpl Selam,183,IMO 37857,MTV182419,53917,Lego,PT. Absy Cipta Mandiri,Diego Mainz,Cilacap,Daruba,Pangeran Muhammad Noor,Northern Mariana Is.,,,,E,3,TNI AL,Kpl Derek/Crane,
IUU Fishing,,04/12/2018,17:05,130.6283231,0.56433678,Laut Halmahera,MV Resolution Bay,United Arab Emirates,Kpl Selam,116,IMO 22411,PST18133,72419,Lego,CV. Graha Multi Sarana,Albert Khayrutdinov,Leok,Manado,Adachihara,"Congo, DRC",,,,E,2,Polri,Kpl Peti Kemas/Container,
IUU Fishing,,10/04/2018,03:15,110.62959,-5.08949,Laut Jawa,USS Bali (ID-2483),Iceland,Kpl Pengebor/Drillship,173,IMO 33855,YYC2214,83255,Lego,PT. Mitra Utama Sejahtera Logistik,Mattick,Bunyu,Oepoli,Eddie Foday Boakay,Croatia,,,,A,4,Bakamla,Kpl Ikan,
IUU Fishing,,27/02/2018,01:25,108.07629,-3.57765,Laut Jawa,SS Ideal X,Thailand,Kpl Selam,235,IMO 64217,OUJ202023,65376,Lego,PD. Cahaya Rohmat,Ichwan,Mumugu,Watunohu,Enzo,Malawi,,,,C,6,TNI AU,Tug Boat/Kpl Tunda,
IUU Fishing,,26/02/2016,11:55,132.8708666,1.8428545,Laut Halmahera,"TSS Golfito, banana boat of Fyffes Line",Lesotho,Speed Boat,232,IMO 69788,YCL23718,36626,Lego,PT. Jabeny Logistics,Lena Meyer-Landrut,P. Sebesi,Wani,Max Records,Virgin Is.,,,,A,5,KKP,Kpl Ro-Ro,
