kategori,subkategori,tanggal,jam,latitude,longitude,tempat kejadian,nama kapal,bendera kapal,jenis kapal,berat kapal,IMO,Call Sign,MMSI,status kapal,nama perusahaan,nama pemilik,pelabuhan terakhir,pelabuhan tujuan,kapten kapal,kewarganegaraan,jumlah kru,pok/org afiliasi,modus operandi,sumber_klasifikasi_berita,isi_berita,pemeriksa,kapal penangkap,deskripsi
Perompakan,Level 2,24/11/2017,13:15,118.3904883,-6.53459106,Laut Flores,Truelove,South Georgia & the South Sandwich Is.,Tug Boat/Kpl Tunda,210,IMO 67475,PNZ21228,47475,Layar,CV. Dwijaya Makmur,Mahmoud Shelbaieh,Benete,Serasan,Ahmed Zaki Iskandar,Greece,,,,D,4,TNI,Penumpang,
Perompakan,Level 3,24/08/2017,07:25,123.2335163,3.77652295,Laut Sulawesi,USS Arided (AK-73),Russia,Kpl Militer,120,IMO 53263,TFE15241,41649,Sandar,PT. Mekar Lintas Nusa,Clementi,Marapokot,Gita Payahe,Salvatore Schillaci,Philippines,,,,F,1,Bakamla,Kpl Pemerintah,
Perompakan,Level 2,31/07/2017,05:55,116.4395898,-7.65107484,Laut Flores,SS American Victory,Myanmar,Tongkang,146,IMO 46559,WRW221625,34184,Sandar,PT. Api Biru Nusantara,Wim Kok,Poopongan,Bau-Bau/Murhum,Faishal Zaini,Sao Tome & Principe,,,,D,4,TNI AL,Survey/Kpl Survei,
Perompakan,Level 1,29/11/2014,02:15,107.27323,-3.77265,Laut Jawa,MV Sirius Star,Anguilla,Kpl Militer,121,IMO 63236,KNX211023,96971,Lego,PT. Api Biru Nusantara,Marouf,Dofa,Fogi,D. M.,Qatar,,,,A,1,TNI AL,Kpl Layar,
Perompakan,Level 2,02/06/2018,12:40,128.0392469,-4.37192832,Laut Banda,SS Belgic ||||,Andorra,Kpl Penyelamat/Lifeboat,158,IMO 84199,PXF261817,57485,Layar,PT. Indomarco Primata,Jannings,Sebuku,Subaim,Petter Hansson,Madagascar,,,,F,6,KKP,Kpl Selam,
Perompakan,Level 2,28/01/2019,03:10,119.7669046,-6.69169108,Laut Flores,MSC Monterey,Somalia,Kpl Nelayan,202,IMO 49965,BTO3122,79315,Lego,CV. Pascal Delta Prima,Alrie,Damar,Bau-Bau/Murhum,Ferzi,Tunisia,,,,A,3,TNI,Kpl Layar,
Perompakan,Level 3,25/09/2015,21:55,122.5665376,4.10978629,Laut Sulawesi,USS Albireo (AK-90),Micronesia,Kpl Militer,217,IMO 75677,NIZ9183,59665,Lego,PT. Aditama Karya Abadi,Sayuti Datuak Rajo,Tanjung Pinang,Pulau Seluan,Yono Daryono,Israel,,,,E,6,Bakamla,Supply Ship,
Perompakan,Level 1,01/09/2019,10:45,118.5954242,-7.24211827,Laut Flores,MSC Rosaria,Serbia,Kpl Layar,168,IMO 99561,MUZ9612,55829,Sandar,"PT. Regal Integra Makmur, Tbk",Cohen-Tannoudji,Rangga Ilung,Sebuku,Alfito Deannova,Jan Mayen,,,,F,1,TNI AU,Kpl Pemerintah,
Perompakan,Level 4,07/06/2015,02:10,117.5691407,-6.6586437,Laut Flores,MSC Rosaria,Madagascar,Tongkang,148,IMO 27924,QYS13161,28112,Sandar,PT. Lintas Expressindo Nusantara,Natasha Chairani,Sibadeh,Tanjung Tiram/Batubara,Dewamula,French Guiana,,,,C,2,Bakamla,Kpl Pengeruk/Dredger,
Perompakan,Level 3,04/03/2019,16:35,107.44938,-5.22689,Laut Jawa,SS Bessemer Victory,Palau,Kpl Nelayan,212,IMO 42898,CTD21228,26471,Layar,Yayasan Fajar Taruna Harmonis,Mitroglou,Seira,Langara,Andrea Dian,Christmas I.,,,,E,5,TNI AL,Tongkang,
Perompakan,Level 3,22/06/2016,17:30,120.0419505,4.09544757,Laut Sulawesi,"Estelle Mærsk, container ship for Maersk Line",Guinea,Penumpang,201,IMO 29133,IDS6715,89749,Layar,PT. Win Semesta Ekspress,Gusalov,Galesong,Malbufa,Hasan Rais,Montserrat,,,,C,4,TNI,Supply Ship,
Perompakan,Level 2,09/12/2015,07:00,125.0715397,-4.74855412,Laut Banda,MV Vikartindur,Nauru,Kpl Penyelamat/Lifeboat,249,IMO 55859,DOX91414,58799,Layar,PT. Anggun Cipta Internusa,Ferhan,Lembar,Tanjung Wangi,Hemlein,American Samoa,,,,E,4,TNI AD,Kpl Pesiar,
Perompakan,Level 2,11/06/2017,22:10,111.13695,-5.36052,Laut Jawa,MV Biscaglia,Guam,Survey/Kpl Survei,211,IMO 54425,SGZ3621,94178,Lego,CV. Dwijaya Makmur,Kupala,Sofifi,Belang,Kilmer,Philippines,,,,D,2,TNI AL,Kpl Selam,
Perompakan,Level 4,18/06/2015,16:30,135.1880167,0.10240517,Laut Halmahera,SS Arthur M. Anderson,El Salvador,Kpl Layar,134,IMO 37391,RLV21725,66497,Layar,PT. Mitra Jasa Perkasa,Petersen,Pulau Owi,Maumbawa,Chahed,Gabon,,,,C,3,Polri,Tongkang,
Perompakan,Level 3,07/03/2016,20:35,106.59047,-5.1577,Laut Jawa,SS Mayaguez,Finland,Kpl Layar,167,IMO 64744,XOW6810,74572,Layar,PT. Top Express International,Helen Hayes,Tanjung Pakis,Munte/Luwu Utara,Anton Matveyev,Australia,,,,F,2,TNI AU,Kpl Pengebor/Drillship,
Perompakan,Level 3,16/06/2017,23:50,126.4012015,-4.16347086,Laut Banda,"Maharshi Krishnatreya, LPG Tanker",Solomon Is.,Kargo/Barang,214,IMO 23196,MLN19168,58673,Sandar,PT. Pusaka Cakra,Morissette,Kataloka/Ondor,Sampit,Margono,Bosnia & Herzegovina,,,,A,3,TNI AU,Kpl Layar,
Perompakan,Level 4,05/01/2017,22:15,120.120589,-7.36142768,Laut Flores,USS Alnitah (AK-127),Germany,Tug Boat/Kpl Tunda,142,IMO 77598,ATX10712,41399,Lego,PT. Globalindo Dua Satu Ekspres,Melda Mita,Kuala Tanjung,Melonguane,Jos Luis Garca del,Azerbaijan,,,,E,1,Polri,Supply Ship,
Perompakan,Level 3,31/12/2014,07:00,119.1777741,-7.69659021,Laut Flores,MV Biscaglia,Colombia,Kpl Peti Kemas/Container,184,IMO 48975,GUH18112,34247,Layar,PT. Teha Multi Solution,Grougi,Kairatu,Petta,Kanako Hiramatsu,Croatia,,,,C,5,TNI,Kpl Peti Kemas/Container,
Perompakan,Level 2,31/08/2018,05:15,122.9398078,3.93113319,Laut Sulawesi,Seabulk Pride,Jarvis I.,Supply Ship,217,IMO 11817,AZX13215,71535,Layar,CV. Graha Multi Sarana,Giampaolo,Wahai,Gresik,Nenad,Norfolk I.,,,,F,6,TNI AU,Supply Ship,
Perompakan,Level 2,02/06/2018,09:00,130.0622068,-4.15263132,Laut Banda,USS Ascella (AK-137),Moldova,Kpl Ro-Ro,131,IMO 91626,MFJ8116,12869,Sandar,Game Master,Xanana,Terong/Waiwerang,Brebes,Paula Rumokoy,Syria,,,,B,2,Polri,Kpl Militer,
Perompakan,Level 3,06/07/2019,00:10,117.4189019,-7.14760326,Laut Flores,MV Adula,Denmark,Kpl Peti Kemas/Container,187,IMO 89433,OJU252616,78429,Sandar,Graha Elang,Zo In-sung,Malbufa,Tanjung Tiram/Batubara,Ayunda Nisa Chaira,Jamaica,,,,F,5,TNI AD,Speed Boat,
Perompakan,Level 4,27/02/2017,15:40,122.3015007,2.86169539,Laut Sulawesi,USS Ara (AK-136),Belize,Kargo/Barang,103,IMO 46687,LQL222522,74999,Lego,PT. Cipta Dirgantara Pukadara,Kamasean,Indari,Dumai,Weni,Suriname,,,,E,4,Polri,Kargo/Barang,
Perompakan,Level 3,04/04/2016,16:05,121.3382099,3.7143079,Laut Sulawesi,MCP Altona,Greece,Kpl Peti Kemas/Container,198,IMO 96469,XXM17179,47731,Lego,PT. Indopos Hasyim Ashari,Drew Seeley,Bade,Laiwui,San Miguel del,Albania,,,,B,2,TNI AD,Kargo/Barang,
Perompakan,Level 3,21/09/2019,06:45,132.173475,0.29279379,Laut Halmahera,"Houston Express, container ship for Hapag-Lloyd line",Bosnia & Herzegovina,Bulker/Kpl Pengangkut Barang Curah,147,IMO 47293,HGB1629,93318,Layar,PT. Tunas Sejahtera Logistics,Torrijos,Mesuji/Lampung,Sintete,Deddy Mahendra Desta,Guadeloupe,,,,A,6,TNI AL,Kpl Selam,
Perompakan,Level 4,24/07/2014,17:15,131.1165422,0.11724271,Laut Halmahera,USS Arided (AK-73),Romania,Kpl Kayu,210,IMO 46271,BUG222617,13487,Lego,PT. Ravera Angkasa Mandiri,Fueza,Pasipalele,Weda,Rizal,Russia,,,,D,2,TNI AU,Tanker,
Perompakan,Level 4,15/09/2015,07:55,110.61965,-6.10942,Laut Jawa,USS Sherman,Sierra Leone,Supply Ship,182,IMO 87398,UKN101725,43659,Layar,PT. Delta Anugerah Lestari Ekspres,Nunun,Pangkal Balam,Mamboro,Djoned,New Zealand,,,,F,1,TNI AD,Tongkang,
Perompakan,Level 1,10/11/2016,07:50,118.2941235,-7.92999673,Laut Flores,MSC Napoli,New Caledonia,Kpl Pemerintah,139,IMO 84167,NMT15323,45782,Sandar,PT. Lingga Pos Kirimcepat,Kim Kyu-sik,Eray,Senayang,Steven Berghuis,Wallis & Futuna,,,,F,6,TNI AL,Bulker/Kpl Pengangkut Barang Curah,
Perompakan,Level 3,04/05/2015,02:40,138.0678393,1.57860656,Laut Halmahera,SS Ideal X,Mali,Kpl Kayu,203,IMO 59328,FID5108,54714,Sandar,PT. Srna Indonesia,'N,Kaimana,Pangandaran,Pasaribu,Canada,,,,A,2,TNI AU,Kpl Pemerintah,
Perompakan,Level 3,18/11/2018,06:00,122.2974846,3.76175639,Laut Sulawesi,SS Belgic ||,United Arab Emirates,Kpl Penyelamat/Lifeboat,153,IMO 57361,CFQ112513,17197,Lego,PT. Rekakurir Eka Dharma,Augustine,Maligano,Karimun Jawa,Soerjoko,Cyprus,,,,B,2,KKP,Tongkang,
Perompakan,Level 3,04/10/2015,20:35,121.3905247,4.26185029,Laut Sulawesi,USS Adhara (AK-71),Tonga,Kpl Ikan,105,IMO 17412,JFJ4521,93175,Layar,PT. Srna Indonesia,Sorour,Lerokis,Ereke,Mamiek,Haiti,,,,B,4,TNI AU,Speed Boat,
Perompakan,Level 4,20/06/2019,10:40,131.0226089,1.2474681,Laut Halmahera,SS Bovic,Tokelau,Kpl Pemadam Kebakaran/Fireboat,186,IMO 84259,LTH141020,36277,Sandar,PT. Indologistik Kurir Internusa,Nordtveit,Bere - Bere,Sape,Basrizal Koto,Egypt,,,,B,3,TNI AD,Kpl Pesiar,
Perompakan,Level 3,20/07/2018,20:15,125.2190301,-4.64985464,Laut Banda,MSC Pamela,St. Lucia,Kpl Peti Kemas/Container,103,IMO 12569,TAV61522,37667,Lego,Toko Lili,Obodo,Jayapura,Pare-Pare,Dobnik,Lithuania,,,,D,5,TNI,Speed Boat,
Perompakan,Level 2,17/10/2016,03:35,123.6794237,2.33209319,Laut Sulawesi,MV Harpa,French Guiana,Kpl Pengebor/Drillship,172,IMO 87985,BUG24255,18212,Sandar,PT. Pumasera Mitra Sejahtera,Roberto Bettega,Wamengkoli,Muara Padang,David Di,Azerbaijan,,,,E,4,Bea Cukai,Tongkang,
Perompakan,Level 2,26/10/2018,13:15,135.5875931,0.18939606,Laut Halmahera,U-Sea Saskatchewan,Ethiopia,Tug Boat/Kpl Tunda,130,IMO 62583,JXB7913,84734,Sandar,PT. Aix Indologis Exspress,Houssine Kharja,Malakoni/P. Enggano,Kolaka,Danu Umbara,Malta,,,,D,4,Bakamla,Kpl Selam,
Perompakan,Level 1,18/12/2017,09:45,123.9511998,2.96602944,Laut Sulawesi,SS Mayaguez,Indonesia,Survey/Kpl Survei,146,IMO 61918,FEU241112,35326,Layar,PT. Tunas Sejahtera Logistics,Massimo Bonini,Giliketapang,Baturube,Fanimo,Guinea-Bissau,,,,B,6,KKP,Kpl Militer,
Perompakan,Level 1,01/05/2019,18:10,132.5994775,0.8508427,Laut Halmahera,SS Afric,Vanuatu,Kpl Penyelamat/Lifeboat,207,IMO 48285,AAT201722,68838,Sandar,PD. Cahaya Rohmat,Alija,Pasangkayu,Waiwuring,Dicky Muhammad Prasetya,South Georgia & the South Sandwich Is.,,,,E,2,Bakamla,Kpl Pesiar,
Perompakan,Level 1,01/07/2016,07:10,108.26249,-6.12883,Laut Jawa,"SS Gallina, LNG Tanker",Jamaica,Kpl Penyelamat/Lifeboat,185,IMO 32433,ZJV41717,26436,Layar,PT. Win Semesta Ekspress,Tanu III,Anggrek,Gorontalo,Malki,Liechtenstein,,,,F,5,TNI,Supply Ship,
Perompakan,Level 3,18/10/2016,18:35,110.63531,-6.03235,Laut Jawa,Shuttle tanker,Namibia,Kpl Penyelamat/Lifeboat,173,IMO 74999,MAA22121,41399,Layar,PT. Mitra Buana Express,Sofjan,Kawaluso,Ketapang,Gonzles,Uganda,,,,D,4,KKP,Kpl Pengeruk/Dredger,
Perompakan,Level 4,07/01/2019,12:50,120.8120421,3.06588077,Laut Sulawesi,SS Belgic,Cyprus,Kpl Pemadam Kebakaran/Fireboat,134,IMO 86654,NSN251616,78687,Lego,PT. Top Express International,Sergio Escudero,Bungku,Garongkong,Chisato,Serbia,,,,F,3,TNI AL,Kpl Pemerintah,
Perompakan,Level 2,23/10/2015,09:25,129.3955139,-5.98217647,Laut Banda,Axel Mærsk,Guinea-Bissau,Kpl Pengeruk/Dredger,167,IMO 85244,IYK18241,35634,Lego,PT. Indo Efti,Wright Penn,Lahewa,Batutua,Viktor Svezhov,United Kingdom,,,,B,3,TNI,Kpl Selam,
Perompakan,Level 2,31/05/2019,04:55,124.498303,4.36063894,Laut Sulawesi,MSC Napoli,Pakistan,Tongkang,234,IMO 85976,XMJ2437,76318,Layar,PT. Manggala Jaya Makmur,Polanski,Kuala Jelay,Singkil,Scarlett,Cayman Is.,,,,A,5,Polri,Kpl Pemerintah,
Perompakan,Level 1,22/04/2017,21:00,123.2550091,4.18449538,Laut Sulawesi,MT Haven,Slovakia,Kpl Layar,179,IMO 33695,VHF112314,66582,Lego,PT. Fama Persada,Josef Masopust,Idi,Pomako,Aleksandr Vyacheslavovich,St. Kitts & Nevis,,,,E,2,TNI AL,Kpl Layar,
Perompakan,Level 3,24/04/2015,11:30,138.944579,2.07766961,Laut Halmahera,USS Adhara (AK-71),Japan,Kpl Ro-Ro,153,IMO 81787,OPO9131,56349,Layar,PT. Multi Prima Mandiri Pratama,Saradine,Tulehu,Eray,Djenar Maesa Ayu,Panama,,,,A,1,Bakamla,Kpl Pengebor/Drillship,
Perompakan,Level 1,24/05/2018,23:55,106.7644,-4.52931,Laut Jawa,SS Atlantic Conveyor,Cameroon,Kpl Penyelamat/Lifeboat,141,IMO 87661,NMT15323,51683,Sandar,CV. Deline Asia,Indar Parawansa,Batu Goyang,Ereke,Mansur Daud,Nicaragua,,,,E,5,Bea Cukai,Kpl Selam,
Perompakan,Level 3,23/07/2015,15:45,135.1754513,0.16918891,Laut Halmahera,MS Costa Marina,Christmas I.,Bulker/Kpl Pengangkut Barang Curah,120,IMO 93188,TLZ231420,82297,Sandar,PT. Kum Sung Prima Sentosa,Ronny Heberson Furtado,Melonguane,Ogoamas,Nikita Antonov,Latvia,,,,C,6,TNI,Tug Boat/Kpl Tunda,
Perompakan,Level 4,25/12/2017,10:30,133.3668535,0.45032303,Laut Halmahera,MT Stolt Valor,Egypt,Bulker/Kpl Pengangkut Barang Curah,138,IMO 18594,CNJ7226,11161,Layar,Paskal Food Market,Lasiyah Soetanto,Teluk Palu,Sungai Guntung,Leslie Mann,Macedonia,,,,B,5,TNI,Kpl Peti Kemas/Container,
Perompakan,Level 4,29/01/2015,11:35,130.0836751,-6.21181895,Laut Banda,MV Erika,Western Sahara,Kpl Layar,136,IMO 36349,VHM22159,42587,Layar,PT. Direga Rayakonsult,Andrs Pastrana Arango,Tanjung Pakis,Dofa,Rikha Indriaswari,Luxembourg,,,,C,1,TNI,Bulker/Kpl Pengangkut Barang Curah,
Perompakan,Level 1,02/08/2019,12:00,107.18346,-5.41724,Laut Jawa,SS Bandirma,Iceland,Kpl Pengebor/Drillship,193,IMO 51143,YTY5411,57897,Lego,PT. Global Artha Abadi,Chiluba,Juwana,Dobo,Budiman Arifin,South Africa,,,,A,4,TNI AL,Tug Boat/Kpl Tunda,
Perompakan,Level 2,11/03/2019,08:05,129.0370938,-4.28090336,Laut Banda,Mærsk Stralsund,Ukraine,Penumpang,153,IMO 48244,ZAP342,34611,Sandar,PT. Satu Sumber Sarana,Clea,Mataritip,Una-Una,Vladislavovich Yefremov,Jordan,,,,F,4,TNI AL,Kpl Layar,
Perompakan,Level 1,18/02/2017,22:05,108.46705,-3.98153,Laut Jawa,"Maharshi Krishnatreya, LPG Tanker",Cocos Is.,Speed Boat,131,IMO 82798,ABQ11168,59717,Sandar,PT. Ayucitra Mandiri,Habiburrahman El Shirazy,Marunda,Baturube,Thoby Mutis,Puerto Rico,,,,F,1,Polri,Supply Ship,
Perompakan,Level 1,28/12/2019,03:35,119.8388353,-6.64044202,Laut Flores,Quinquereme,Cocos Is.,Tug Boat/Kpl Tunda,115,IMO 73699,LQK14920,95989,Sandar,PT. Giandres Abadi Express,Margaret Higgins Sanger,Sibadeh,Gunung Sitoli,Janis Joplin,San Marino,,,,F,5,TNI AD,Penumpang,
Perompakan,Level 2,07/08/2019,11:35,120.4423229,4.09587184,Laut Sulawesi,MSC Pamela,Italy,Kpl Layar,171,IMO 63854,SKY8122,89173,Lego,PT. Top Express,Maurizio Lanzaro,Kroing,Gresik,Thirteen Senses,North Korea,,,,F,6,TNI AL,Penumpang,
Perompakan,Level 3,27/08/2018,08:15,126.4539763,-6.4823626,Laut Banda,MV Vikartindur,Namibia,Kpl Peti Kemas/Container,243,IMO 59377,WDG7325,82529,Sandar,PT. Dulangmas Tirta,Christiawan,Pulau Owi,Tanjung Sidupa,Duin,French Guiana,,,,E,4,TNI,Kpl Kayu,
Perompakan,Level 4,12/03/2018,12:35,130.3889278,0.07975336,Laut Halmahera,Mærsk Stralsund,Laos,Kpl Selam,171,IMO 31644,QPG13262,94461,Sandar,PT. Mustika Sekartaji,Yevgeni Vladimirovich Korolyov,Gresik,Lerokis,Siegl,Papua New Guinea,,,,B,2,TNI AL,Survey/Kpl Survei,
Perompakan,Level 3,09/03/2019,06:40,129.2968327,-5.83429738,Laut Banda,SS Nomadic,Cayman Is.,Kpl Pengeruk/Dredger,178,IMO 32983,VRX71426,25443,Layar,PT. Chaya Hantaran Nusantara,Guthe,Falabisahaya,Lerokis,Paula Abdul,Afghanistan,,,,D,3,TNI,Kargo/Barang,
Perompakan,Level 4,03/11/2018,20:25,117.9410636,-7.35375472,Laut Flores,MV Empire MacColl,Cook Is.,Kpl Peti Kemas/Container,131,IMO 35481,DZA19242,86982,Layar,PT. Giandres Abadi Express,Tilaar,Baa,Celukan Bawang,Mohamad,Luxembourg,,,,B,5,Bea Cukai,Kpl Selam,
Perompakan,Level 4,27/09/2019,13:30,107.07443,-3.54163,Laut Jawa,MV Amastra,Bermuda,Tanker,113,IMO 95672,GMW4249,44157,Lego,PT. Mitra Utama Sejahtera Logistik,Guinness,Sepo,Lhokseumawe/Kreung Geukeh,Surjadi Surjadarma,French Polynesia,,,,C,4,Polri,Kpl Ikan,
Perompakan,Level 1,09/06/2017,21:55,130.5930672,-4.62081411,Laut Banda,MV Sirius Star,Canada,Kpl Pesiar,149,IMO 33143,VMA12518,65153,Layar,PT. Kargo Dua Empat,Ahadiyat,Pulau Sambu,Petta,Jean-Marie Gustave,Colombia,,,,F,5,TNI,Kargo/Barang,
Perompakan,Level 3,19/11/2017,02:55,132.0686449,0.32717454,Laut Halmahera,MSC Carmen,Angola,Kpl Pemerintah,185,IMO 57718,HSY21137,92122,Lego,PT. Global Artha Abadi,John Wayne,Sedanau,P. Raas,Eran Zahavi,Switzerland,,,,F,6,TNI AU,Supply Ship,
Perompakan,Level 1,22/09/2014,14:45,118.808486,-7.87164062,Laut Flores,SS Belgic ||||,Tajikistan,Kpl Peti Kemas/Container,198,IMO 97941,CUS162516,47274,Lego,Mega Resources Textil Agency,Zulkifli,Batu Goyang,Bau-Bau/Murhum,Laura Prepon,Chad,,,,B,4,Polri,Tongkang,
Perompakan,Level 1,08/12/2016,00:55,136.665971,0.98621118,Laut Halmahera,USS Allioth (AK-109),Ukraine,Kargo/Barang,162,IMO 78987,KWX231216,95318,Lego,PT. Indonusa Putra Mandiri,Yana Julio,Natal / Sikara-kara,Matui,Denis Vasilyevich,Trinidad & Tobago,,,,E,5,TNI AD,Kpl Layar,
Perompakan,Level 2,21/06/2017,17:45,108.25535,-5.47357,Laut Jawa,MV DenDen,Slovenia,Kpl Ikan,166,IMO 92977,YOP4620,52372,Layar,PT. Kurnia Insurance Indonesia,Diallo Guidileye,Karangantu,Miangas,Barkero,Bolivia,,,,D,2,Bea Cukai,Tanker,
Perompakan,Level 4,07/03/2016,10:25,131.8961755,0.98625705,Laut Halmahera,Truelove,Qatar,Kpl Pemadam Kebakaran/Fireboat,142,IMO 77429,LUQ16415,54352,Lego,PT. Nursal Kurnia Abadi,Aleksandrov,Kalianget,Gunung Sitoli,lvaro Gonzlez Sobern,Antigua & Barbuda,,,,E,5,TNI,Kpl Pengebor/Drillship,
Perompakan,Level 4,16/11/2015,14:20,110.25533,-6.15115,Laut Jawa,Savannah Express,Ghana,Kpl Pemerintah,108,IMO 99317,LZN16198,87528,Sandar,Paskal Food Market,Maynor,Kintap,Ampenan,Louisa Kusnandar,Slovenia,,,,B,5,Polri,Kpl Pemadam Kebakaran/Fireboat,
Perompakan,Level 4,18/11/2016,06:00,129.7815633,1.43612149,Laut Halmahera,SS Arthur M. Anderson,Venezuela,Bulker/Kpl Pengangkut Barang Curah,226,IMO 89252,KXS14237,19456,Layar,PT. Dharmasa Adi Sejahtera,Walter Hauser,Belopa,Talang Duku,Zainal Abidin,Cyprus,,,,B,3,TNI AL,Kpl Layar,
Perompakan,Level 2,09/10/2014,06:50,130.4267824,-0.10466442,Laut Halmahera,SS Bovic,Ghana,Kpl Nelayan,139,IMO 61143,JGG15811,64477,Layar,PT. Tunas Sejahtera Logistics,Indra Djati Sidi,Essang,Sibadeh,Susana Duijm,Northern Mariana Is.,,,,A,6,TNI,Kpl Pengebor/Drillship,
Perompakan,Level 2,24/04/2015,11:10,111.4451,-3.78817,Laut Jawa,MSC Nuria,Kuwait,Penumpang,102,IMO 85778,DXD17512,57916,Sandar,PT. Sukma Bintang Surya,Samanhudi,Bunyu,Sape,Damanik,Singapore,,,,E,1,TNI AL,Supply Ship,
Perompakan,Level 1,20/12/2015,16:20,109.59241,-4.78102,Laut Jawa,MT Stolt Valor,Uruguay,Bulker/Kpl Pengangkut Barang Curah,129,IMO 12712,FUR162519,29818,Layar,PT. Pelangi Sukses Cemerlang,Tobias Mikkelsen,Lirang,Talang Duku,R.A. Wira,Bulgaria,,,,B,2,KKP,Survey/Kpl Survei,
Perompakan,Level 1,05/06/2016,22:10,118.0440435,-7.6893662,Laut Flores,MV Craigantlet,Iceland,Kpl Derek/Crane,184,IMO 66117,ATX11723,48654,Layar,PT. Teha Multi Solution,Mechnikov,Moor,Dawai,Gambon,Brunei,,,,E,1,Bea Cukai,Tug Boat/Kpl Tunda,
Perompakan,Level 2,27/02/2019,08:25,123.9347468,2.38698533,Laut Sulawesi,"Edith Mærsk, container ship for Maersk Line",Equatorial Guinea,Kpl Kayu,226,IMO 98353,SGX20193,27378,Sandar,PT. Api Biru Nusantara,ngel Moy,Garongkong,Teluk Dalam,Krystal Jung,Fiji,,,,C,1,TNI AL,Kargo/Barang,
Perompakan,Level 2,12/01/2016,04:25,106.97604,-5.89707,Laut Jawa,MV Mairangi Bay,Colombia,Tanker,178,IMO 89842,NYW32324,29962,Sandar,PT. Nusantara Indoglobal Cargo,Heinz Rummenigge,Fogi,Sapeken,Mohammad Ma'ruf,Austria,,,,C,4,Bakamla,Kpl Nelayan,
