kategori,subkategori,tanggal,jam,latitude,longitude,tempat kejadian,nama kapal,bendera kapal,jenis kapal,berat kapal,IMO,Call Sign,MMSI,status kapal,nama perusahaan,nama pemilik,pelabuhan terakhir,pelabuhan tujuan,kapten kapal,kewarganegaraan,jumlah kru,pok/org afiliasi,modus operandi,sumber_klasifikasi_berita,isi_berita,pemeriksa,kapal penangkap,deskripsi
Survei Hidros Ilegal,,05/11/2016,17:05,106.62286,-4.57363,Laut Jawa,MT Stolt Valor,Netherlands,Kpl Pemadam Kebakaran/Fireboat,246,IMO 58382,EBX251020,44342,Lego,PT. Mediacom TV,B. Mangunwijaya,Ndao,Buano,Mickal Tavares,Vietnam,,,,A,2,TNI,Kpl Peti Kemas/Container,
Survei Hidros Ilegal,,29/09/2015,06:15,137.4094466,1.3197247,Laut Halmahera,"Umm Laqhab, LPG Tanker",United States,Kpl Peti Kemas/Container,175,IMO 29464,CMO152420,39999,Lego,PT. Biro Grata Mandiri,Kazu Naoki,Kobror,Ternate,zil,Bahrain,,,,F,6,TNI,Kpl Pengebor/Drillship,
Survei Hidros Ilegal,,30/08/2018,09:20,138.7153939,2.39404701,Laut Halmahera,MV Craigantlet,Maldives,Kpl Layar,108,IMO 14285,URQ11722,66688,Sandar,PT. Perishable Logistics Indonesia,Tomomi Nakatsuka,Sausapor,Lakor,Paulo Afonso Santos Jnior,Georgia,,,,A,3,Polri,Kpl Ro-Ro,
Survei Hidros Ilegal,,22/02/2018,09:55,109.08393,-3.73974,Laut Jawa,Salem,North Korea,Tanker,179,IMO 33214,CVJ11922,26173,Sandar,PT. Sukma Bintang Surya,Nikola Kalini,Galesong,Sikakap,Brittany Pierce,Turks & Caicos Is.,,,,D,2,Bea Cukai,Kpl Ikan,
Survei Hidros Ilegal,,05/12/2017,13:35,128.3688365,-6.55628246,Laut Banda,MV Gadila,Virgin Is.,Penumpang,101,IMO 11652,PSV222620,93779,Layar,PT. Abjad Barco Lamhin,Lucy Pevensie,Belitung,Ansus,Conboy,Tunisia,,,,F,3,Bakamla,Kpl Layar,
Survei Hidros Ilegal,,29/05/2018,12:15,122.2473098,4.17211347,Laut Sulawesi,SS Afric,Uruguay,Tug Boat/Kpl Tunda,161,IMO 45157,ROA15126,85823,Sandar,PT. Mitra Utama Sejahtera Logistik,Olegovich Vorobyov,Sapudi,Dabo Singkep,Wynton,Morocco,,,,C,5,Bakamla,Kpl Selam,
Survei Hidros Ilegal,,08/04/2015,19:15,127.2255405,-5.65125637,Laut Banda,MS Stolt Surf,Egypt,Kpl Peti Kemas/Container,245,IMO 72344,OMC12026,83239,Sandar,PT. Ekspres Sistem Indonesia,Leonidas I,Manu/Gamumu,Menui,Eduard Movsesyan,Portugal,,,,D,4,TNI,Kpl Pemerintah,
Survei Hidros Ilegal,,18/04/2019,15:30,117.9027663,-6.6335288,Laut Flores,"Onaiza, LNG Tanker",Uzbekistan,Tongkang,235,IMO 45854,PJQ2041,42384,Lego,PT. Jisheng Indonesia,Konat,Petta,Melonguane,Earl Winfield,Monaco,,,,F,4,Bea Cukai,Tanker,
Survei Hidros Ilegal,,07/04/2018,13:05,122.138642,2.52670642,Laut Sulawesi,Truelove,Iceland,Kpl Derek/Crane,102,IMO 33767,HTH101418,34256,Sandar,PT. Cipta Dirgantara Pukadara,Jason Spevack,Banabungi Pasarwajo,Karang Agung,Kpke,Mali,,,,E,5,Bea Cukai,Survey/Kpl Survei,
Survei Hidros Ilegal,,11/08/2018,20:20,107.12422,-4.92097,Laut Jawa,SS Naronic,Cape Verde,Kpl Penyelamat/Lifeboat,109,IMO 33815,CFL20411,18285,Layar,PT. Anggun Cipta Internusa,Aditya Herpavi,Mesuji/Lampung,Matasiri,Frei Ruiz,Oman,,,,F,6,TNI AL,Kpl Militer,
Survei Hidros Ilegal,,09/05/2019,01:25,129.3517761,-4.91264114,Laut Banda,COSCO Guangzhou,Aruba,Kpl Militer,232,IMO 32687,HXG21152,46581,Sandar,PT. Indoguna Sarana Ekspress,Johann Heinrich,Sikakap,Bintuhan/Linau,Emmanuel Cascione,Cameroon,,,,F,6,Bea Cukai,Kpl Penyelamat/Lifeboat,
Survei Hidros Ilegal,,03/07/2017,16:05,127.2255405,-5.65125637,Laut Banda,MS Antenor,Slovenia,Penumpang,215,IMO 14459,VCS182319,58673,Sandar,PT. Windu Pratama Courier,Victoria Quirino-Delgado,Teluk Palu,Lasalimu,Gogon,Niger,,,,B,6,TNI AL,Kpl Pemerintah,
Survei Hidros Ilegal,,23/08/2019,23:05,127.3372921,-4.8264086,Laut Banda,"Emma Mærsk, container ship for Maersk Line",Aruba,Kpl Selam,250,IMO 16849,QWU14413,56292,Lego,PT. Ravera Angkasa Mandiri,Abou Diaby,Rembang,Gilimanuk,Booboo,Tokelau,,,,C,4,TNI AU,Kpl Pemadam Kebakaran/Fireboat,
Survei Hidros Ilegal,,12/02/2018,02:45,134.1598757,2.15153234,Laut Halmahera,MV Virginian (T-AK 9205),Italy,Kargo/Barang,209,IMO 71149,ZMW3613,42382,Sandar,PT. Jisheng Indonesia,Baskoro Yudhoyono,Tanjung Selor Kayu / Kayan I,Tuhaha,Nurhaida,Qatar,,,,B,3,TNI AD,Kpl Pemadam Kebakaran/Fireboat,
Survei Hidros Ilegal,,07/03/2019,00:40,122.6089548,4.1810277,Laut Sulawesi,SS Bandirma,Zambia,Kpl Kayu,112,IMO 47598,RXM12127,43884,Lego,PT. Wira Andalan Sukses,George de Hevesy,Kairatu,Brebes,Lee Kuan,India,,,,B,5,KKP,Kargo/Barang,
Survei Hidros Ilegal,,19/02/2017,07:20,122.1690625,2.40518263,Laut Sulawesi,MV Sea Star,Lesotho,Kpl Peti Kemas/Container,105,IMO 35796,KKT4241,91799,Sandar,PT. Bahtera Dunia Pratama,Irawan Satriotomo,Lakor,Ternate,Ardan,Niger,,,,A,6,TNI AU,Kpl Derek/Crane,
Survei Hidros Ilegal,,26/04/2014,05:05,126.5230406,-4.22440478,Laut Banda,Akebono Maru,Mauritius,Kpl Pemerintah,100,IMO 15699,DON111825,63672,Lego,PT. Hadid Steel Indonesia,Fard,P. Raas,Fogi,Duijm,Micronesia,,,,A,4,TNI AU,Kpl Peti Kemas/Container,
Survei Hidros Ilegal,,04/05/2017,18:10,121.4449067,2.48600041,Laut Sulawesi,Amoco Cadiz,Liberia,Speed Boat,189,IMO 77121,DLC112220,17597,Lego,PT. Kum Sung Prima Sentosa,Clara Bow,Patani,Penajam Paser,Gendut Doni,Macedonia,,,,A,6,KKP,Kpl Nelayan,
Survei Hidros Ilegal,,27/10/2019,00:45,127.6082901,-4.46420808,Laut Banda,SS Runic ||,Panama,Bulker/Kpl Pengangkut Barang Curah,179,IMO 86627,SHB2616,13459,Layar,PD. Cahaya Rohmat,Ava Gardner,Ngalipaeng,Eray,Saufika Umari,Czech Republic,,,,E,3,TNI AL,Kpl Derek/Crane,
Survei Hidros Ilegal,,08/04/2018,03:50,117.9294062,-7.64705823,Laut Flores,MV eut Strait (T-AK-W9519),Mayotte,Kargo/Barang,106,IMO 68273,WFB1798,84512,Layar,Toko Obat Bandung,Frutos,Lembar,Ippi,Guy N'dy Assemb,"Congo, DRC",,,,C,5,Bea Cukai,Kpl Pemerintah,
Survei Hidros Ilegal,,16/09/2017,06:15,108.50497,-5.599,Laut Jawa,SS Belgic,Russia,Bulker/Kpl Pengangkut Barang Curah,219,IMO 17429,CMZ9323,54494,Layar,PT. Ravera Angkasa Mandiri,Juliarti,Menui,Mamuju,Grigori,Marshall Is.,,,,D,2,TNI AL,Kpl Pemerintah,
Survei Hidros Ilegal,,16/05/2014,00:40,107.63301,-3.62711,Laut Jawa,USS Ascella (AK-137),Ethiopia,Kpl Pesiar,240,IMO 15962,ZYG51324,42269,Layar,CV. Pascal Delta Prima,Dewi Gita,Samuda,Dabo Singkep,Cheick Diabat,Liechtenstein,,,,D,1,Bea Cukai,Kpl Ro-Ro,
Survei Hidros Ilegal,,04/07/2015,00:35,130.434148,0.08211907,Laut Halmahera,MSC Napoli,United States,Kpl Pesiar,203,IMO 84692,EGU14920,99888,Layar,PT. Lintas Expressindo Nusantara,Ellie,Inawatan,Malahayati,Beye,India,,,,A,4,TNI AU,Kpl Kayu,
Survei Hidros Ilegal,,25/05/2015,00:35,127.9691713,-4.24678345,Laut Banda,MCP Altona,Jordan,Kpl Pesiar,149,IMO 94887,EEZ26115,46684,Lego,Hypnosis,Fyvie,Galesong,Menui,David Faristian,Chad,,,,A,4,TNI,Kpl Pengeruk/Dredger,
Survei Hidros Ilegal,,22/02/2017,10:10,136.5666128,0.16048754,Laut Halmahera,Osaka Express,Rwanda,Kpl Nelayan,191,IMO 92577,FFN61524,44536,Layar,PT. Trans Anugrah Logistik,Gian Lorenzo,P. Sapuka,Sagea,Kameni,Qatar,,,,D,1,KKP,Penumpang,
Survei Hidros Ilegal,,24/05/2019,09:10,129.3954242,-6.40730766,Laut Banda,Aranui 3,Antigua & Barbuda,Kpl Nelayan,143,IMO 71349,RMB202413,65133,Layar,PT. Perishable Logistics Indonesia,Alexandre Dumas,Bawean,Sesayap,Irfansyah,Poland,,,,F,5,TNI AU,Kpl Pengeruk/Dredger,
Survei Hidros Ilegal,,04/02/2016,06:25,120.0299318,-7.30180319,Laut Flores,MV Vikartindur,Burundi,Kpl Derek/Crane,117,IMO 37827,CAH62315,27354,Sandar,PT. Globalindo Dua Satu Ekspres,Hamdani,Kolbano,Falabisahaya,Yoshihiro Fukagawa,Malawi,,,,C,2,TNI,Supply Ship,
Survei Hidros Ilegal,,19/10/2018,12:10,132.1563893,0.37184742,Laut Halmahera,Astron,Aruba,Kpl Selam,200,IMO 87759,PZA14814,62252,Layar,Asuransi Jiwa Bumi Putra 1912,Joy Tobing,Pulau Kampai,Paloh/Sakura,Lionel Scaloni,Vanuatu,,,,F,4,Bea Cukai,Kpl Pemadam Kebakaran/Fireboat,
Survei Hidros Ilegal,,23/01/2017,22:20,118.1101048,-6.60832822,Laut Flores,USS Albireo (AK-90),Pakistan,Kpl Pengebor/Drillship,125,IMO 98413,HVN262117,58758,Layar,PT. Ekspresku Internasional Logistik,Avner Hizkiyahu,Cilacap,Parigi,Bima Marzuki,Armenia,,,,C,4,KKP,Kpl Peti Kemas/Container,
Survei Hidros Ilegal,,05/09/2014,04:15,126.0624219,-4.79752829,Laut Banda,MV Capt. Steven L. Bennett (T-AK-4296),British Indian Ocean Territory,Survey/Kpl Survei,246,IMO 39422,ELK2058,92781,Sandar,PT. Andalan Mandiri Ekspress,Alexa Vega,Labuha,Pare-Pare,Letta,Japan,,,,B,1,TNI AL,Tanker,
Survei Hidros Ilegal,,03/06/2014,13:40,138.1656489,0.31292252,Laut Halmahera,MV Colombo Express,Senegal,Speed Boat,221,IMO 33618,QIF12614,46117,Layar,PT. CiPTa Pesona Buana,Pietro Terracciano,Tanjung Sarang Elang,Kobisadar,Kasan Soleh,Palau,,,,A,4,TNI AU,Kpl Pengeruk/Dredger,
Survei Hidros Ilegal,,23/01/2019,11:10,128.2606941,-6.8238309,Laut Banda,Akebono Maru,Niger,Kpl Militer,225,IMO 58644,DCD13269,73542,Layar,PT. Xpresindo Courier,Scott Allan,Kotiti,Banggai,Roman Golian,Cambodia,,,,F,6,KKP,Supply Ship,
Survei Hidros Ilegal,,08/07/2017,12:00,106.68038,-5.57067,Laut Jawa,SS Gallic,Chad,Penumpang,198,IMO 64681,XRY8266,49334,Sandar,PT. Penta Prima Utama,Hazwan Bakri,Maurole,Bagan siapi-api,Cheche Kirani,Indonesia,,,,A,2,TNI AL,Kpl Selam,
Survei Hidros Ilegal,,25/01/2018,06:50,118.1126792,-7.24485671,Laut Flores,SS Tropic ||,Nepal,Kpl Ro-Ro,216,IMO 98993,KLF16264,62893,Lego,PT. Jaya Halim Cargo,Jean Eyeghe,Penajam Paser,Makian,Umay,Greenland,,,,B,2,TNI,Kpl Militer,
Survei Hidros Ilegal,,24/08/2016,23:25,117.0181676,-6.51662418,Laut Flores,CMA CGM Vela,Ghana,Kpl Selam,190,IMO 37112,INH24103,61841,Layar,PT. Belt Logistik Indonesia,Yudia Ramlan,Mansinam,Sesayap,Biplob Bhattacharjee,Mongolia,,,,C,6,Polri,Kpl Penyelamat/Lifeboat,
Survei Hidros Ilegal,,21/03/2016,05:00,120.0251336,-6.99250336,Laut Flores,"Edith Mærsk, container ship for Maersk Line",Japan,Kpl Layar,189,IMO 98176,XFP2545,57837,Lego,PT. Sinar Parahyangan Abadi,Jung Hana,Larantuka,Asiki,Atty Suharti Tochija,Cote d'Ivoire,,,,D,2,KKP,Penumpang,
Survei Hidros Ilegal,,02/09/2018,22:00,119.7828722,2.27869097,Laut Sulawesi,SS Tropic ||,New Caledonia,Kpl Layar,122,IMO 35228,FBZ13102,81441,Sandar,PT. Uni Logistik Indonesia,Rudolf Diesel,Biaro,Teluk Tapang,Dmitry Abyzov,Australia,,,,B,5,TNI,Kpl Pemadam Kebakaran/Fireboat,
Survei Hidros Ilegal,,09/06/2016,18:25,131.7976549,2.38819844,Laut Halmahera,MV Delight,United Arab Emirates,Bulker/Kpl Pengangkut Barang Curah,110,IMO 16299,SXD1353,47735,Sandar,PT. Trans Anugrah Logistik,Weller,Waiwole,Selat Panjang,Jian Batari,Gaza Strip,,,,E,3,TNI AL,Kpl Kayu,
Survei Hidros Ilegal,,05/10/2018,23:10,120.1538347,3.52963756,Laut Sulawesi,MV Jindal Kamakshi,Grenada,Supply Ship,123,IMO 53564,COJ7163,39389,Sandar,PT. Aix Indologis Exspress,Arafat,Bumbulan,Dofa,Agus Achir,Micronesia,,,,E,6,Bea Cukai,Supply Ship,
Survei Hidros Ilegal,,15/05/2016,06:10,118.4613242,-7.66159826,Laut Flores,MSC Napoli,Lithuania,Kpl Penyelamat/Lifeboat,160,IMO 61335,VWE71318,65738,Sandar,King Garden,Cha Tae-hyun,Tanjung Balai Asahan,Kur,Osrio,Greenland,,,,A,6,TNI AU,Kpl Selam,
Survei Hidros Ilegal,,02/12/2014,18:50,117.5404047,-7.77400759,Laut Flores,Savannah Express,Mauritania,Kpl Selam,186,IMO 51428,CGG1347,35859,Lego,PT. Digdaya Galang Semesta,Zaneta Georgina,Biak,Singkawang,Mardiyanto,Kenya,,,,B,4,TNI AL,Kpl Kayu,
Survei Hidros Ilegal,,18/12/2015,16:00,133.6178632,0.07085932,Laut Halmahera,MSC Geneva,Montenegro,Kpl Layar,148,IMO 37979,LHI242421,89379,Lego,PT. Alfindo Trans Courier,Bailly,Pangkalan Susu,Mantangisi,Krisna Yudha,Peru,,,,C,6,Polri,Kpl Ro-Ro,
Survei Hidros Ilegal,,28/09/2017,14:10,117.6841077,-6.71277789,Laut Flores,Biruinta,Thailand,Kpl Nelayan,130,IMO 75615,DCC619,33371,Sandar,Hypnosis,Momoiro,Teluk Betung,Kedi,"Infanta Cristina, Adipati Wanita Palma de Mallorca",Singapore,,,,A,3,TNI AU,Tongkang,
Survei Hidros Ilegal,,09/02/2019,19:00,109.14291,-5.04255,Laut Jawa,SS Atlantic Causeway,Micronesia,Kargo/Barang,141,IMO 19327,EIP2720,58137,Sandar,PT. Elang Buana Perkasa,Lagerbck,Sofifi,Kahakitang,Mutis,Samoa,,,,F,1,TNI AD,Kpl Derek/Crane,
Survei Hidros Ilegal,,02/09/2014,11:20,106.70746,-5.28185,Laut Jawa,USS Allegan (AK-225),Tunisia,Kpl Pemadam Kebakaran/Fireboat,174,IMO 27647,IQR2612,78669,Sandar,PT. Mekar Lintas Nusa,Leivers,Eci,Sungai Pakning,Ramiz Alia,Heard I. & McDonald Is.,,,,F,2,KKP,Kpl Peti Kemas/Container,
Survei Hidros Ilegal,,12/01/2015,21:05,130.0899998,-4.84994588,Laut Banda,MSC Pamela,Algeria,Tug Boat/Kpl Tunda,104,IMO 35678,XFP2545,85887,Sandar,PT. Transindo Xpress,Yunus Malli,Lawele,Labuan Bajo,Fantamady,Belize,,,,B,2,TNI AU,Kpl Pengeruk/Dredger,
Survei Hidros Ilegal,,01/06/2017,10:10,119.776534,3.15875328,Laut Sulawesi,SS Runic ||,Pitcairn Is.,Kpl Peti Kemas/Container,247,IMO 34726,ITY20205,41494,Layar,PT. Bahtera Dunia Pratama,Oier Sanjurjo,Menanga,Dapalan,Mo'Nique,Cote d'Ivoire,,,,C,5,Bakamla,Kpl Layar,
Survei Hidros Ilegal,,02/09/2016,04:40,118.9644287,-6.9896964,Laut Flores,Torben Spirit,Turks & Caicos Is.,Kpl Derek/Crane,106,IMO 13572,KKV1365,42577,Lego,PT. Pandu Siwi Sentosa,Cindy Yuvia,Marabatuan,Tanjung Sarang Elang,Aksan,Indonesia,,,,D,4,Bea Cukai,Kpl Pengeruk/Dredger,
Survei Hidros Ilegal,,11/09/2016,19:30,130.210803,-5.22922704,Laut Banda,Shuttle tanker,Guyana,Survey/Kpl Survei,141,IMO 29159,FES14516,99445,Sandar,PT. Indomarco Primata,Ichinose,Depapre,Malakoni/P. Enggano,Caroline Elkins,St. Helena,,,,D,1,Polri,Kpl Pengeruk/Dredger,
Survei Hidros Ilegal,,21/03/2017,12:35,118.8254384,-7.39772291,Laut Flores,MSC Carmen,Namibia,Kargo/Barang,207,IMO 68277,QWM102421,12477,Layar,PT. Kharisma Tekad Karya,Horikita,Miangas,Labuhan,Trikovski,Switzerland,,,,A,3,Bakamla,Penumpang,
Survei Hidros Ilegal,,11/02/2016,08:05,131.1304038,1.7102938,Laut Halmahera,USS Appanoose (AK-226),Spain,Survey/Kpl Survei,233,IMO 23164,RFH71922,23927,Sandar,CV. Graha Multi Sarana,Esaki,Tanjung Laut,Belang-Belang,James Ussher,Liberia,,,,C,4,Polri,Kpl Nelayan,
Survei Hidros Ilegal,,17/04/2014,18:00,118.4269702,-7.10106036,Laut Flores,"Al Rekayyat, LNG Tanker",French Guiana,Survey/Kpl Survei,249,IMO 35731,EED894,62224,Layar,PT. Sukma Bintang Surya,Dmitri Shilov,Damar,Tual,Amauri Carvalho,Estonia,,,,D,2,TNI,Tug Boat/Kpl Tunda,
Survei Hidros Ilegal,,02/11/2019,17:45,138.8860779,2.24203687,Laut Halmahera,SS Belgic,Tokelau,Kpl Ro-Ro,142,IMO 48141,TXJ62417,97159,Layar,PT. ESL EXPRESS,Bacuna,Laiwui,Marabatuan,Hartini,Dominica,,,,B,2,KKP,Bulker/Kpl Pengangkut Barang Curah,
Survei Hidros Ilegal,,03/03/2015,15:45,129.6063108,-6.65619557,Laut Banda,MV Empire MacCabe,Bermuda,Kpl Pengeruk/Dredger,204,IMO 68988,OLI19199,87692,Layar,PD. Guma Karya,Rasyid Al,Leti,Giliketapang,Jos Maria Neves,El Salvador,,,,E,5,TNI AD,Supply Ship,
Survei Hidros Ilegal,,29/10/2019,09:35,109.46808,-5.52538,Laut Jawa,MV Empire MacColl,Cuba,Kpl Pengeruk/Dredger,221,IMO 53861,SGX20193,89244,Lego,PT. Mitra Buana Express,Aleister Crowley,Eray,Lirang,Markus Felfernig,Poland,,,,F,4,TNI AU,Tanker,
Survei Hidros Ilegal,,22/03/2015,08:05,131.240193,2.29301024,Laut Halmahera,MS Stolt Surf,Botswana,Kargo/Barang,231,IMO 46427,GCC17826,61262,Sandar,PT. Bintang Sembilan Media Televisi,Rmi Garde,Naikliu,Sagea,Asep Mulyana,Kiribati,,,,A,1,Polri,Supply Ship,
Survei Hidros Ilegal,,09/05/2019,08:10,110.52629,-4.29229,Laut Jawa,Savannah Express,Sri Lanka,Kpl Penyelamat/Lifeboat,228,IMO 72546,FXZ62417,32636,Layar,PT. Ben Sinergi Translogistik,Rivanno Wattimena,Kresek/Kronjo,Soasio/Goto,Janszoon,Czech Republic,,,,B,6,TNI AD,Kpl Peti Kemas/Container,
Survei Hidros Ilegal,,21/08/2017,04:30,118.6801797,-7.06483934,Laut Flores,"TSS Camito, banana boat of Fyffes Line.",Israel,Kpl Ro-Ro,221,IMO 82153,OVH1115,45297,Layar,PT. Globalindo Dua Satu Ekspres,Przemysaw,Midai,Dabo Singkep,Oki Setiana Dewi,Kiribati,,,,F,4,Polri,Kpl Derek/Crane,
Survei Hidros Ilegal,,29/05/2018,06:55,117.6150775,-7.70473354,Laut Flores,MV Stolt Strength,Monaco,Kpl Pengebor/Drillship,226,IMO 43998,BWV192121,75574,Lego,PT. Sky Light Multitrada,Vyacheslav Malafeev,Anggrek,Pulang Pisau,T,Sao Tome & Principe,,,,B,4,KKP,Kpl Pengebor/Drillship,
Survei Hidros Ilegal,,17/11/2015,03:35,109.12323,-6.10129,Laut Jawa,MV Macoma,Liechtenstein,Penumpang,168,IMO 62986,RVA842,47977,Layar,"Koperasi Pegawai PT. Indosat, Tbk",Halida,Cilacap,Tepeleo/Tapaleo,Marin ili,Mauritius,,,,D,2,KKP,Survey/Kpl Survei,
Survei Hidros Ilegal,,19/08/2018,22:25,128.0701114,-4.66545908,Laut Banda,USS Alderamin (AK-116),Croatia,Tongkang,112,IMO 59981,RWG26724,72419,Layar,"PT. Regal Integra Makmur, Tbk",Clint Hill,Manitingting,Fani,Syahrul Ujud,Bahrain,,,,A,5,TNI AU,Kpl Pemadam Kebakaran/Fireboat,
Survei Hidros Ilegal,,19/10/2014,15:50,117.077552,-7.4245888,Laut Flores,USS Appanoose (AK-226),Eritrea,Kpl Nelayan,163,IMO 66844,TKT586,63292,Lego,PT. Nusantara Indoglobal Cargo,Dorodjatun Kuntjoro Jakti,Sungai Guntung,Tanjung Tiram/Karimun,Abdoulay,Niger,,,,F,2,TNI AU,Bulker/Kpl Pengangkut Barang Curah,
Survei Hidros Ilegal,,04/03/2014,05:40,107.02486,-4.60162,Laut Jawa,Quinquereme,Burkina Faso,Kpl Pemadam Kebakaran/Fireboat,191,IMO 24496,UUE18920,16979,Sandar,PT. Kharisma Tekad Karya,Ulinnuha,Sepo,Kertapati,D'Cinnamons,Mayotte,,,,C,2,KKP,Speed Boat,
