kategori,subkategori,tanggal,jam,latitude,longitude,tempat kejadian,nama kapal,bendera kapal,jenis kapal,berat kapal,IMO,Call Sign,MMSI,status kapal,nama perusahaan,nama pemilik,pelabuhan terakhir,pelabuhan tujuan,kapten kapal,kewarganegaraan,jumlah kru,pok/org afiliasi,modus operandi,sumber_klasifikasi_berita,isi_berita,pemeriksa,kapal penangkap,deskripsi
Pertikaian di Laut,,08/05/2019,05:00,120.0623374,-6.61120012,Laut Flores,SS Naronic,Jordan,Kpl Pengeruk/Dredger,126,IMO 35344,AKU294,53587,Lego,PT. Abjad Barco Lamhin,Carrie Babcock,Midai,Pangkalan Bun,Juho Kusti Paasikivi,Brazil,,,,F,6,TNI AD,Kpl Pemadam Kebakaran/Fireboat,
Pertikaian di Laut,,11/03/2016,06:45,117.563591,-7.7027868,Laut Flores,MS Stolt Surf,United Kingdom,Kpl Pemadam Kebakaran/Fireboat,188,IMO 15734,USR2019,88432,Lego,PT. Ayucitra Mandiri,Lpez Muoz,Bulaa,amahaii,Ilnur Alshin,Marshall Is.,,,,D,6,TNI AD,Kpl Nelayan,
Pertikaian di Laut,,13/04/2017,12:35,124.3714029,2.25676697,Laut Sulawesi,USS Albireo (AK-90),Oman,Kpl Peti Kemas/Container,193,IMO 86881,JYU7117,99344,Lego,PT. Mustika Sekartaji,Hsien,Jayapura,Barus,Andrej Rendla,Senegal,,,,F,5,TNI AU,Kargo/Barang,
Pertikaian di Laut,,27/05/2018,17:30,127.0054179,-4.87945211,Laut Banda,MSC Carmen,Sierra Leone,Kpl Kayu,162,IMO 62224,LBI121218,14616,Lego,PT. Gamma Epsilon ,Cullum,Fak-fak,Tanjung Berakit,Warith Deen,Trinidad & Tobago,,,,A,4,KKP,Tongkang,
Pertikaian di Laut,,28/10/2018,13:55,119.885576,-6.89569842,Laut Flores,LNG Finima,New Caledonia,Kpl Pengeruk/Dredger,243,IMO 18145,LBC24513,77354,Layar,Yayasan Fajar Taruna Harmonis,Sumanto,Nunbaun Sabu (Namosain),Kawio,Hansen,Niger,,,,F,5,TNI AL,Kpl Selam,
Pertikaian di Laut,,09/07/2017,15:55,128.2514258,-4.33122737,Laut Banda,"TSS Golfito, banana boat of Fyffes Line",Kazakhstan,Kpl Pemadam Kebakaran/Fireboat,233,IMO 24687,USP251510,54867,Sandar,PT. Ahner Adhi Perkara,Ali-Reza Pahlavi,Siompu,Paniti,Gmez,Zambia,,,,F,5,TNI AD,Kpl Ikan,
Pertikaian di Laut,,15/01/2018,16:25,120.2761394,2.10610329,Laut Sulawesi,MV Empire MacCabe,Bouvet I.,Kpl Militer,168,IMO 37456,WCR242321,44641,Layar,PT. Andalan Mandiri Ekspress,Kwak Jung Wook,P. Kalukalukuang,Rainis,Lois Maxwell,Dominica,,,,E,2,Bea Cukai,Kpl Ro-Ro,
Pertikaian di Laut,,28/02/2015,15:15,117.793259,-7.95624489,Laut Flores,"Gudrun Mærsk, container ship for Maersk Line",Guadeloupe,Kpl Penyelamat/Lifeboat,114,IMO 96155,PDS191012,51373,Sandar,PD. Anugerah Sejati,Wilfredo,Depapre,Darume,Ion Heliade Rdulescu,Montenegro,,,,E,3,Bakamla,Kpl Layar,
Pertikaian di Laut,,21/07/2014,09:35,118.8118641,-6.44467399,Laut Flores,U-Sea Saskatchewan,Sudan,Kpl Peti Kemas/Container,195,IMO 46965,IZK32317,46698,Layar,Nusantara,Zyablov,Moa,Dawera/Dawelor,Tilson,St. Lucia,,,,F,6,TNI,Speed Boat,
Pertikaian di Laut,,14/12/2018,12:40,125.8939174,-6.51321214,Laut Banda,USS Allioth (AK-109),Iran,Kpl Penyelamat/Lifeboat,165,IMO 46649,LRL5155,85823,Layar,CV. Graha Multi Sarana,A.R. Suhud,Eray,Ippi,Harold Clayton Urey,Antarctica,,,,C,3,TNI AD,Penumpang,
Pertikaian di Laut,,05/04/2018,10:00,126.2730606,-6.77114363,Laut Banda,Maritime Jewel,Chile,Kpl Pemerintah,179,IMO 65241,WYL2635,36999,Sandar,Berdikari,Kasahara,Malahayati,Moor,Dennis Diekmeier,Ukraine,,,,A,4,TNI AD,Kpl Pemerintah,
Pertikaian di Laut,,04/06/2016,15:25,126.3414502,-4.4904542,Laut Banda,MT Trochus,Burkina Faso,Penumpang,227,IMO 88528,XSM201321,65572,Lego,Kharisma Abadi,Marek Matjovsk,Pulau Banyak,Masalembo,Hadley Barkley,Chile,,,,F,1,Bea Cukai,Tug Boat/Kpl Tunda,
Pertikaian di Laut,,20/08/2014,10:20,138.4434702,1.93781093,Laut Halmahera,SS Naronic,The Gambia,Speed Boat,129,IMO 22888,AJZ362,26312,Sandar,PT. Cakranusa Mining,Benjamin Khler,Lampia,Karangantu,Cleese,Latvia,,,,B,3,Bea Cukai,Tug Boat/Kpl Tunda,
Pertikaian di Laut,,05/06/2015,07:50,111.15053,-5.13646,Laut Jawa,SS Fatima,Cyprus,Kpl Pengebor/Drillship,134,IMO 49784,FYZ22312,28433,Sandar,PT. Api Biru Nusantara,Benot Trmoulinas,Samarinda,Dawera/Dawelor,Aurelie Muremans,Bouvet I.,,,,C,6,TNI AL,Tanker,
Pertikaian di Laut,,05/02/2015,03:45,138.1872176,-0.18373007,Laut Halmahera,U-Sea Saskatchewan,Niue,Kpl Pengeruk/Dredger,157,IMO 83719,WXO22228,21821,Layar,PT. Metta Kreasindo,Fernando Vzquez,Batu Panjang,Giliketapang,Malyaka,Faroe Is.,,,,C,2,KKP,Kpl Ikan,
Pertikaian di Laut,,24/12/2016,10:00,134.988134,0.60058576,Laut Halmahera,LT Cortesia,Albania,Kpl Pemadam Kebakaran/Fireboat,209,IMO 24371,XRW41518,89616,Sandar,PT. Win Semesta Ekspress,Jakob Oetama,Rembang,Maffa,Torres Ruiz,Greece,,,,F,3,TNI AD,Tongkang,
Pertikaian di Laut,,16/02/2017,11:20,132.5079694,0.34316597,Laut Halmahera,SS Fredericksburg,Iceland,Survey/Kpl Survei,211,IMO 88753,BEL2497,26459,Lego,PT. Jaha Buana Lestari,Charles Bonar,Sadai,Marapokot,Khamis,Argentina,,,,A,1,Bakamla,Speed Boat,
Pertikaian di Laut,,07/07/2015,00:15,108.07359,-4.57322,Laut Jawa,USS Ara (AK-136),Uganda,Supply Ship,118,IMO 54391,ZTI1812,69524,Lego,PT. Indoexpress Logistics,Tiago Miguel Baa Pinto,Pulau Baai,Teluk Betung,Victoria Quirino,Czech Republic,,,,E,4,TNI AD,Survey/Kpl Survei,
Pertikaian di Laut,,26/06/2019,08:05,107.11816,-4.88352,Laut Jawa,SS Bardic,Bouvet I.,Speed Boat,102,IMO 13869,PZR24622,66789,Lego,PT. Gema Lintas Semesta,Marin,Teluk Malala,Gorom,Michishige,Norway,,,,E,2,TNI,Kpl Pemerintah,
Pertikaian di Laut,,06/10/2016,23:00,129.8957182,0.64034224,Laut Halmahera,SS Tropic,Benin,Kpl Pengebor/Drillship,208,IMO 56145,FZJ14223,53221,Layar,PD. Guma Karya,Kodi Smit McPhee,Pulang Pisau,Kuala Gaung,Mohamed Kamel Amr,Belgium,,,,D,1,TNI AL,Bulker/Kpl Pengangkut Barang Curah,
Pertikaian di Laut,,12/08/2019,17:15,117.3787822,-7.76505884,Laut Flores,USS Adhara (AK-71),Norway,Tug Boat/Kpl Tunda,147,IMO 38575,TUD102225,47992,Sandar,PT. Sayap Biru Ekspres,Duc,Pam,Anyer Lor,Castaignos,Congo,,,,C,1,TNI AU,Kpl Nelayan,
Pertikaian di Laut,,07/07/2019,04:30,119.5583539,-7.939113,Laut Flores,"TSS Golfito, banana boat of Fyffes Line",Djibouti,Kpl Pengeruk/Dredger,194,IMO 37687,SGM9422,42712,Lego,PT. Indoexpress Logistics,deGrasse Tyson,Sebuku,Muara Siberut/Simailepet,Yoshiki,Martinique,,,,C,2,TNI AD,Kpl Pesiar,
Pertikaian di Laut,,05/06/2017,04:35,133.4365688,0.8540258,Laut Halmahera,COSCO Guangzhou,French Polynesia,Survey/Kpl Survei,184,IMO 59343,RNP3236,86622,Lego,PT. Ekamatra Rizqi Anugrah,Abdelhamid,Tilamuta,Banemo,Benyamin Murdani,Argentina,,,,A,3,TNI,Tongkang,
Pertikaian di Laut,,27/07/2018,04:00,117.1207493,-7.62755602,Laut Flores,SS Fredericksburg,Montserrat,Kpl Selam,162,IMO 78913,LFE61814,14484,Layar,PT. Kurnia Insurance Indonesia,Karier Barack Obama di,Lapuko,Pangkalan Brandan,Headey,Colombia,,,,A,2,TNI,Tug Boat/Kpl Tunda,
Pertikaian di Laut,,28/08/2014,17:00,116.7952374,-6.67257926,Laut Flores,MV Sirius Star,Martinique,Tongkang,194,IMO 16218,SQI4223,34798,Layar,CV. Geulis Indah,Sakty,Torosik,Lahewa,Angie Stone,Botswana,,,,D,2,KKP,Survey/Kpl Survei,
Pertikaian di Laut,,09/07/2019,06:40,124.2815835,3.72894745,Laut Sulawesi,USS Albireo (AK-90),Western Sahara,Kpl Pemerintah,207,IMO 22626,EAT5510,97334,Lego,PT. Elang Buana Perkasa,Na Yoon-sun,Marabatuan,Meranti/Dorak,Vyacheslav Grab,Peru,,,,C,6,TNI AD,Kpl Selam,
Pertikaian di Laut,,08/10/2015,23:20,111.3805,-3.79627,Laut Jawa,SS Atlantic Conveyor,Malaysia,Tongkang,150,IMO 28533,HAG7224,85849,Lego,PT. Fama Persada,Isak N Jiyeon,Damar,Sikeli,Drajat,Malta,,,,E,4,TNI AD,Kpl Pengeruk/Dredger,
Pertikaian di Laut,,26/03/2015,06:40,124.5764709,2.61491687,Laut Sulawesi,Sitakund,Macedonia,Kpl Pemerintah,234,IMO 67153,OSW19615,89327,Layar,Agung Jaya,Carroll,Kalbut,Tinombo,Jhon Jairo,Greenland,,,,F,4,Polri,Kpl Ro-Ro,
Pertikaian di Laut,,23/07/2018,00:40,108.87079,-4.90511,Laut Jawa,MSC Carmen,Russia,Kpl Ro-Ro,191,IMO 74166,WUS8155,58384,Layar,Graha Elang,Smolarek,Korido,Moa,Muchamad Ahadiyat,Senegal,,,,F,1,TNI AD,Bulker/Kpl Pengangkut Barang Curah,
Pertikaian di Laut,,10/02/2018,17:50,119.8448434,3.65711356,Laut Sulawesi,MSC Napoli,Martinique,Kpl Pengebor/Drillship,113,IMO 57792,YLE9218,31152,Lego,PT. Indopos Hasyim Ashari,Medjani,Wonreli,Wanci,Culkin,Christmas I.,,,,B,2,TNI AU,Kpl Militer,
Pertikaian di Laut,,24/07/2017,04:40,135.1658431,-0.13862974,Laut Halmahera,Hudson Cavalier,Papua New Guinea,Kpl Ro-Ro,246,IMO 54741,CEW17108,82413,Lego,PT. Sinar Usaha Cemerlang,Jeff Gordon,Manu/Gamumu,Lurang,Yun Suk,Gabon,,,,F,2,Bakamla,Kargo/Barang,
Pertikaian di Laut,,06/07/2017,23:00,122.0561418,3.23449619,Laut Sulawesi,Sitakund,Cape Verde,Survey/Kpl Survei,108,IMO 42963,KQJ82322,35991,Layar,PT. Central Express,Thomas Huckle Weller,Pulau Kayoa,Ereke,Sulley Ali,Benin,,,,A,5,Bea Cukai,Kpl Pemadam Kebakaran/Fireboat,
Pertikaian di Laut,,14/03/2016,23:15,122.4028093,4.38176846,Laut Sulawesi,MV Empire MacKay,"Congo, DRC",Kpl Militer,114,IMO 95754,SVS24114,67851,Sandar,Game Master,Leerdam,Bemo,Kintap,Jos Ramos,Guadeloupe,,,,A,3,TNI AL,Kpl Kayu,
Pertikaian di Laut,,11/03/2016,10:15,131.4663755,0.96175776,Laut Halmahera,SS Bessemer Victory,Denmark,Kpl Derek/Crane,121,IMO 56217,ICK252213,26182,Lego,PT. Lintas Nusa Ekspress,Puerta,Fani,Dapalan,Brecker,Congo,,,,A,6,Bea Cukai,Speed Boat,
Pertikaian di Laut,,11/03/2017,17:20,127.6682754,-5.92223906,Laut Banda,MV Empire MacKay,United Arab Emirates,Tanker,121,IMO 43837,KQG19111,45425,Sandar,PT. Bhanda Ghara Reksa (Persero),John Winchester,Teluk Betung,Pangkalan Brandan,Fatima Kiram,Vietnam,,,,E,4,TNI AL,Kpl Pesiar,
Pertikaian di Laut,,12/12/2014,05:35,136.656496,1.68814529,Laut Halmahera,Salem,Bangladesh,Kpl Pemadam Kebakaran/Fireboat,210,IMO 86333,HOD151924,27717,Sandar,PT. Indoguna Sarana Ekspress,Dean Whitehead,Tapaktuan,Tarempa,Kusch,"Congo, DRC",,,,F,4,Bea Cukai,Kpl Militer,
Pertikaian di Laut,,28/03/2015,22:25,133.4587722,-0.06099328,Laut Halmahera,Torrey Canyon,Macedonia,Tug Boat/Kpl Tunda,128,IMO 46154,AHF1081,34184,Layar,PT. Rekakurir Eka Dharma,Pirola,Wanci,Dorosagu,Abdurrahman Wahid,Hungary,,,,D,1,TNI,Kpl Pemadam Kebakaran/Fireboat,
Pertikaian di Laut,,16/02/2017,07:30,118.1925223,-7.69879611,Laut Flores,SS Belgic,New Caledonia,Kpl Selam,143,IMO 87699,XGR151821,63569,Lego,PT. Cipta Dirgantara Pukadara,Novia,Gita Payahe,Sape,Fujie,Eritrea,,,,D,1,TNI,Kpl Militer,
Pertikaian di Laut,,18/01/2019,15:40,120.0034781,4.22259,Laut Sulawesi,MV Monchegorsk,Armenia,Penumpang,156,IMO 32244,DBJ241012,15417,Sandar,PT. Mustika Sekartaji,Rahma,Gudang Arang,Air Bangis,Vtor,Guatemala,,,,A,2,TNI AL,Kpl Derek/Crane,
Pertikaian di Laut,,14/01/2015,09:35,135.9870112,2.39335603,Laut Halmahera,SS Ideal X,Kuwait,Kpl Layar,220,IMO 63774,YCL23718,57218,Layar,PT. Mekar Lintas Nusa,Henri Cartier-Bresson,Leksula,Juwana,Bagindo H.,Vietnam,,,,F,5,Bakamla,Kpl Ro-Ro,
Pertikaian di Laut,,02/06/2019,02:20,127.0282176,-6.76892109,Laut Banda,"Umm Laqhab, LPG Tanker",Belarus,Kpl Ro-Ro,184,IMO 73735,SYZ142326,31512,Layar,PT. Indomarco Primata,Cruyff,Sape,Ujung Jabung,Al-Khathran,Wallis & Futuna,,,,F,3,KKP,Bulker/Kpl Pengangkut Barang Curah,
Pertikaian di Laut,,23/05/2017,23:25,106.57777,-5.65562,Laut Jawa,MSC Carmen,Laos,Kpl Nelayan,117,IMO 17739,UUM182417,87496,Layar,"PT. Wicaksana Overseas International, Tbk",Sutiyono,Dompak,Kotabaru,Ines,Cook Is.,,,,E,4,Bakamla,Kpl Ro-Ro,
Pertikaian di Laut,,23/01/2014,01:15,126.2737756,-5.60239538,Laut Banda,MV Ancylus,Guyana,Tug Boat/Kpl Tunda,167,IMO 58859,KKS261522,73234,Layar,PT. Sarana Daya Semesta,Kusharyanto,Wendesi,Falabisahaya,Paglialunga,French Polynesia,,,,D,5,TNI,Kpl Pemerintah,
Pertikaian di Laut,,06/11/2014,03:00,119.126494,-7.93281927,Laut Flores,Sitakund,Samoa,Kpl Penyelamat/Lifeboat,126,IMO 57934,WXW221219,25873,Sandar,Sigma Net,Kenny Dalglish,Saukorem,Belang,Marie-Antoine Carme,Ireland,,,,E,3,TNI AD,Kpl Penyelamat/Lifeboat,
Pertikaian di Laut,,14/08/2015,07:05,107.36416,-4.71819,Laut Jawa,MV Jindal Kamakshi,Panama,Kpl Pemerintah,131,IMO 77294,OGZ4161,21571,Layar,PT. Kemala Putra Panglima 14,Michael Aris,Dama,Ansus,Anbal Acevedo,Botswana,,,,E,5,TNI,Kpl Pengebor/Drillship,
Pertikaian di Laut,,25/01/2015,19:05,119.0988982,-6.98806046,Laut Flores,"Gudrun Mærsk, container ship for Maersk Line",Christmas I.,Kpl Nelayan,167,IMO 19614,NMN202010,82529,Layar,PT. Elnusa Petrofin,Kimmy,Pekalongan,Tanjung Tiram/Karimun,Narya,Nicaragua,,,,C,2,Bea Cukai,Kpl Kayu,
Pertikaian di Laut,,11/08/2014,17:15,125.9059426,-6.53625806,Laut Banda,Truelove,Dominica,Penumpang,101,IMO 23613,LMJ24224,13618,Layar,PT. Gilsum Jasa Semesta,Keely Shaye Smith,Sampit,Tual,Fret,Solomon Is.,,,,D,1,Bea Cukai,Kpl Peti Kemas/Container,
Pertikaian di Laut,,02/12/2017,22:00,138.4797251,0.53780506,Laut Halmahera,Salem,Jordan,Tanker,153,IMO 98267,NOQ4195,31713,Layar,PT. Indomontas Karya Mandiri,Iwan Fals,Seba,Watunohu,Aria Adipati Wiranatakoesoema,Israel,,,,D,1,TNI AD,Kpl Pengebor/Drillship,
Pertikaian di Laut,,16/09/2017,18:40,130.5899069,0.66408146,Laut Halmahera,MSC Sabrina,Papua New Guinea,Kpl Pemadam Kebakaran/Fireboat,237,IMO 37371,SGE32610,87771,Sandar,PT. Risa Pratama Nusantara,Sudirman Arshad,Mesuji/Lampung,Waiwadan,Pedro Eugenio,Kazakhstan,,,,F,1,Bakamla,Kpl Pemadam Kebakaran/Fireboat,
Pertikaian di Laut,,29/12/2018,17:35,124.5521575,2.66247718,Laut Sulawesi,U-Sea Saskatchewan,Uruguay,Kpl Penyelamat/Lifeboat,162,IMO 73115,NBQ1554,28346,Sandar,PT. Giandres Abadi Express,Krkou,Bumbulan,Pomako,Vasilyevich,Bahrain,,,,A,1,KKP,Bulker/Kpl Pengangkut Barang Curah,
Pertikaian di Laut,,20/06/2016,05:25,135.3586092,1.43956417,Laut Halmahera,SS Desabla,Mexico,Kpl Militer,125,IMO 25991,ZGJ23724,31943,Layar,PT. Catur Ekapurcanga Indah,Richi,Gresik,Banda Naira,Gabriel lvarez,Lebanon,,,,E,1,KKP,Tongkang,
Pertikaian di Laut,,29/01/2015,04:20,129.216499,-5.3687794,Laut Banda,MV Erika,United Arab Emirates,Kpl Kayu,183,IMO 56852,AYU15117,94775,Sandar,PT. Manggala Jaya Makmur,Joseph E.,P. Sebesi,Kasipute,Armin,Australia,,,,A,3,TNI AU,Kpl Militer,
Pertikaian di Laut,,09/06/2017,22:05,111.50524,-4.20913,Laut Jawa,MSC Pamela,Saudi Arabia,Kpl Peti Kemas/Container,103,IMO 24169,JVG11921,52115,Lego,Game Spot,Ignacio Martnez,Dobo,Matutuang,Eet,South Korea,,,,D,5,KKP,Kpl Kayu,
Pertikaian di Laut,,23/10/2015,23:25,127.5116632,-5.96924853,Laut Banda,USS Adhara (AK-71),Qatar,Kpl Layar,153,IMO 69324,KBG933,27939,Lego,PT. Reycom Document Solusi,Wilchez,Maffa,Pemenang,Sanaya,Papua New Guinea,,,,D,3,Bakamla,Speed Boat,
Pertikaian di Laut,,16/09/2015,22:10,107.2388,-4.8291,Laut Jawa,MV Empire MacKay,"Congo, DRC",Kpl Nelayan,244,IMO 36882,EQI102014,48451,Lego,PT. Nirwana Indah Cemerlang,Billy Boedjanger,Pamanukan/Blanakan,Oswald Siahaan/Labuhan Angin,Thiago Motta,Kenya,,,,E,1,Bakamla,Kpl Layar,
Pertikaian di Laut,,21/05/2014,21:05,128.8268305,-6.03226478,Laut Banda,Arnold Mærsk,Algeria,Speed Boat,149,IMO 91551,DTE11619,38871,Sandar,PT. Pandu Siwi Sentosa,Habib Ali Al-Jufri,Popolii,Gudang Arang,Pavel Veretennikov,Madagascar,,,,E,3,KKP,Survey/Kpl Survei,
Pertikaian di Laut,,12/08/2016,23:40,125.6460797,-4.6910841,Laut Banda,MV Empire MacColl,South Africa,Kpl Pengeruk/Dredger,227,IMO 45988,YKE231011,25732,Layar,King Garden,Maksim Sopin,Serongga,Sikakap,Irzen,Honduras,,,,C,5,KKP,Bulker/Kpl Pengangkut Barang Curah,
Pertikaian di Laut,,21/05/2015,12:40,132.6011523,2.10979582,Laut Halmahera,Shuttle tanker,Macedonia,Kpl Layar,147,IMO 26578,UYG17262,91411,Lego,CV. Geulis Indah,Kussudiardja,Langara,Taddan,Djangkaru,United Arab Emirates,,,,F,3,KKP,Tug Boat/Kpl Tunda,
Pertikaian di Laut,,12/11/2015,00:50,118.7942565,-7.30598121,Laut Flores,SS American Victory,Virgin Is.,Kargo/Barang,193,IMO 25429,SUM8823,19328,Layar,CV. Mitranda,Richard Matthew,Cilacap,Moor,Ognjen Koroman,Niue,,,,F,3,Bea Cukai,Kpl Pesiar,
Pertikaian di Laut,,11/12/2015,13:55,110.8996,-5.37194,Laut Jawa,SS Tauric,Swaziland,Kpl Pengebor/Drillship,125,IMO 21213,EJM256,74779,Sandar,Standard Chartered Bank,Budi Gunawan,Larantuka,Mantangisi,Viktor Svezhov,Aruba,,,,A,5,Bea Cukai,Kpl Selam,
Pertikaian di Laut,,26/02/2019,11:55,121.3040324,2.42957152,Laut Sulawesi,"TSS Golfito, banana boat of Fyffes Line",Bangladesh,Tug Boat/Kpl Tunda,123,IMO 82364,JZF1247,86239,Layar,PT. Globalindo Dua Satu Ekspres,Hogan Ephraim,Glimandangin,Legon Bajak,Sjachroedin,Monaco,,,,F,2,TNI AU,Tug Boat/Kpl Tunda,
Pertikaian di Laut,,23/05/2018,14:30,109.92024,-5.623,Laut Jawa,MV Ancylus,Malaysia,Kpl Pengebor/Drillship,183,IMO 17533,EXL2496,66582,Layar,PT. Metta Kreasindo,Schenkeveld,Malili (Sungai),Dapalan,Mammed Amin,Mauritania,,,,C,5,TNI,Kpl Pengeruk/Dredger,
Pertikaian di Laut,,21/05/2018,04:05,137.3602806,0.92239142,Laut Halmahera,CMA CGM Medea,Georgia,Kpl Nelayan,156,IMO 98243,SSH1136,86682,Lego,PT. Gilsum Jasa Semesta,Guy Sebastian,Mandopolo/Jojame,Meranti/Dorak,Hartanto Edhie,Ghana,,,,A,1,TNI AL,Penumpang,
Pertikaian di Laut,,12/12/2018,01:55,110.89815,-5.56543,Laut Jawa,U-Sea Saskatchewan,Greece,Kpl Layar,214,IMO 12553,SVO21258,42855,Lego,PT. Bintang Jaya Trans,Ading Affandie,Muntok,Waisai,Benjamin Khler,Lesotho,,,,A,2,Bakamla,Kpl Ro-Ro,
Pertikaian di Laut,,28/09/2017,19:35,130.4215674,-5.00044551,Laut Banda,"Emma Mærsk, container ship for Maersk Line",Yemen,Kpl Militer,125,IMO 28838,EQC171219,73882,Layar,PT. Atlas Transindo Raya,Ayaz,Tanjung Balai Karimun,Pacitan,Abang Muhammad Salahuddin,Austria,,,,F,4,Polri,Kpl Pesiar,
Pertikaian di Laut,,29/12/2019,05:35,111.22325,-6.13706,Laut Jawa,USS Alnitah (AK-127),Moldova,Kpl Ro-Ro,196,IMO 95715,ARG211513,53213,Layar,PT. Pandu Siwi Sentosa,Rmi Amieux,Gilimanuk,Muara Sabak,Bajevski,New Caledonia,,,,E,2,TNI AU,Kpl Pemadam Kebakaran/Fireboat,
Pertikaian di Laut,,30/09/2019,11:50,122.3844561,3.71290974,Laut Sulawesi,"Emma Mærsk, container ship for Maersk Line",Burundi,Kpl Selam,105,IMO 82828,MIH2534,83546,Lego,PT. Tunas Antarnusa Muda Kargo (TAM CARGO),Rinrin,Ende,Muara Sabak,Chanturia,Namibia,,,,D,3,TNI,Tanker,
Pertikaian di Laut,,12/05/2019,01:00,134.5841663,1.69993745,Laut Halmahera,MT Sidsel Knutsen,South Georgia & the South Sandwich Is.,Kargo/Barang,123,IMO 24368,RVY102619,89723,Lego,PT. Ben Sinergi Translogistik,Fredric,Giliketapang,Batutua,Abdul Malik Fadjar,Estonia,,,,A,4,Bea Cukai,Kpl Peti Kemas/Container,
