kategori,subkategori,tanggal,jam,latitude,longitude,tempat kejadian,nama kapal,bendera kapal,jenis kapal,berat kapal,IMO,Call Sign,MMSI,status kapal,nama perusahaan,nama pemilik,pelabuhan terakhir,pelabuhan tujuan,kapten kapal,kewarganegaraan,jumlah kru,pok/org afiliasi,modus operandi,sumber_klasifikasi_berita,isi_berita,pemeriksa,kapal penangkap,deskripsi
Tindak Terror di Laut,Level 5,26/01/2015,07:00,119.0856389,-7.54551495,Laut Flores,MSC Sabrina,Dominican Republic,Survey/Kpl Survei,212,IMO 71271,NIZ19248,73167,Layar,PT. Belt Logistik Indonesia,Kraftwerk,Batam/Batu Ampar,Tanjung Redeb,Blackmore's,Libya,,,,E,1,TNI AD,Tongkang,
Tindak Terror di Laut,Level 1,30/03/2017,00:40,117.3552704,-6.71774944,Laut Flores,MV Capt. Steven L. Bennett (T-AK-4296),St. Pierre & Miquelon,Kpl Ikan,197,IMO 64213,RVF7619,92692,Sandar,CV. Dwijaya Makmur,Bentham,Miangas,Fogi,Jeffrey Zheng Yu Guang,Bolivia,,,,C,3,TNI AL,Tanker,
Tindak Terror di Laut,Level 9,23/07/2017,12:45,119.8376685,-7.19214697,Laut Flores,Seabulk Pride,Tonga,Kpl Pengeruk/Dredger,149,IMO 33839,SKS181812,51785,Sandar,PT. Bee Bersama Kargo,Risca,Ansus,Dawai,Park Eun,Uzbekistan,,,,C,1,KKP,Kpl Selam,
Tindak Terror di Laut,Level 4,19/03/2016,11:10,108.68538,-3.88165,Laut Jawa,MV Gadila,Thailand,Kargo/Barang,214,IMO 89564,FIE7312,27913,Lego,PT. Absy Cipta Mandiri,Abdirashid Ali-Sharmarke,Liana Banggai,Kotiti,M'ba,Hungary,,,,A,2,TNI AL,Kpl Kayu,
Tindak Terror di Laut,Level 5,10/08/2017,06:45,126.2944084,-6.59333353,Laut Banda,SS Tropic ||,Burkina Faso,Kargo/Barang,225,IMO 97418,YEU2138,78397,Sandar,Game Spot,Gheorghe,Belitung,Lurang,Hoilett,St. Kitts & Nevis,,,,D,4,KKP,Kpl Pengebor/Drillship,
Tindak Terror di Laut,Level 5,10/08/2016,15:25,133.7139659,0.6235718,Laut Halmahera,NYK Vega,Ecuador,Tanker,206,IMO 41861,FFX221922,49946,Sandar,PT. Bahtera Dunia Pratama,France Albert Ren,Selayar/Benteng/Rauf Rahman,Teluk Malala,Maurice Adrien Marie,Mexico,,,,F,6,TNI AL,Tug Boat/Kpl Tunda,
Tindak Terror di Laut,Level 4,12/03/2018,16:30,119.5963291,-7.2551476,Laut Flores,MSC Carouge,Bulgaria,Supply Ship,168,IMO 61581,OQY2668,28454,Layar,PT. Jabeny Logistics,Henk Badings,Juwana,Calabai,Markku,Jan Mayen,,,,C,1,Bakamla,Kpl Ro-Ro,
Tindak Terror di Laut,Level 4,16/04/2016,17:25,125.8488469,-4.70116452,Laut Banda,Torrey Canyon,Samoa,Tongkang,104,IMO 69482,VIV22221,75825,Sandar,PT. Dakota Lintas Buana,Andrej,Selayar/Benteng/Rauf Rahman,Teluk Palu,Ash-Shiddiq,Nigeria,,,,A,1,Polri,Kpl Ikan,
Tindak Terror di Laut,Level 7,24/05/2016,05:45,123.0596979,1.88738735,Laut Sulawesi,Sitakund,British Indian Ocean Territory,Tug Boat/Kpl Tunda,207,IMO 41715,RHE32322,38523,Lego,PD. Elang Jaya,Mike Lewis,Segun,Oepoli,Kpler Laveran Lima,Tokelau,,,,D,4,TNI AU,Kpl Pemadam Kebakaran/Fireboat,
Tindak Terror di Laut,Level 3,01/09/2017,09:45,135.6556592,2.10895509,Laut Halmahera,SS Tauric,Tonga,Survey/Kpl Survei,140,IMO 49879,FNK161121,95743,Sandar,Mega Resources Textil Agency,Sutarman,Pemalang,Ereke,Espn,Greenland,,,,E,3,TNI,Kpl Kayu,
Tindak Terror di Laut,Level 2,19/08/2018,01:45,119.480681,-6.96377185,Laut Flores,SS Bovic,Bouvet I.,Kpl Peti Kemas/Container,169,IMO 91919,TCP2073,45782,Sandar,PT. Bintang Buana Kargotama,Terence Kongolo,Melonguane,Lagundi,Yassine Jebbour,Spain,,,,E,6,Bea Cukai,Kpl Pemerintah,
Tindak Terror di Laut,Level 2,08/01/2018,12:30,132.8005123,2.18096769,Laut Halmahera,SS Asiatic,Comoros,Kpl Pengebor/Drillship,187,IMO 67436,WXC1681,58614,Sandar,PT. Nusantara Ekspress,Aji Mohammad Mizra,Wasior,Dofa,Winfield Spencer,Niger,,,,B,3,TNI AU,Kpl Layar,
Tindak Terror di Laut,Level 5,01/09/2016,14:05,120.492724,3.54709611,Laut Sulawesi,SS Belgic,Jarvis I.,Tanker,174,IMO 58179,AWB14125,31528,Lego,PT. Ayucitra Mandiri,Zaneta Georgina,Calang,Tepeleo/Tapaleo,Okore,Canada,,,,B,4,TNI AD,Kpl Ro-Ro,
Tindak Terror di Laut,Level 4,18/05/2016,14:05,107.56076,-3.95788,Laut Jawa,SS Galeic,Germany,Kpl Layar,225,IMO 25828,UCL16112,51352,Lego,PT. Nursal Kurnia Abadi,Muhammad Khatami,Waiwuring,Amamapare,Tambunan,Iceland,,,,C,6,TNI AD,Kpl Peti Kemas/Container,
Tindak Terror di Laut,Level 8,14/07/2017,16:40,127.8041802,-5.1787927,Laut Banda,Osaka Express,Liechtenstein,Kpl Derek/Crane,187,IMO 14124,WHM232618,81999,Layar,PT. Bhanda Ghara Reksa (Persero),Bernika Irnadianis,Dawi-dawi,Dorosagu,Samoylov,Armenia,,,,A,3,TNI AL,Penumpang,
Tindak Terror di Laut,Level 2,09/02/2015,04:45,116.9455173,-6.4301671,Laut Flores,MT Haven,Azerbaijan,Kpl Pengebor/Drillship,184,IMO 83349,YII2157,39731,Lego,PT. Nirwana Indah Cemerlang,Armin van Buuren,Lakor,Ndao,Syaiful Ahyar,Sweden,,,,B,1,Bakamla,Kpl Peti Kemas/Container,
Tindak Terror di Laut,Level 3,02/04/2018,17:15,117.5264113,-7.15077725,Laut Flores,"Maharshi Vamadeva, LPG Tanker",St. Kitts & Nevis,Kpl Peti Kemas/Container,197,IMO 14455,XDV18624,82374,Lego,PT. Ahner Adhi Perkara,Felipe Seymour,Dompak,Babang,Augusto Fernndez,Belgium,,,,A,6,Bakamla,Kpl Pemerintah,
Tindak Terror di Laut,Level 1,13/07/2017,01:40,133.4245574,0.06843321,Laut Halmahera,USS Arkab (AK-130),Paraguay,Kpl Pesiar,154,IMO 58548,XKG42412,57331,Sandar,PT. Mitra Buana Express,Yuan Shikai,Muntok,Palipi,Franois Champollion,Maldives,,,,E,5,Bakamla,Kpl Ro-Ro,
Tindak Terror di Laut,Level 7,16/11/2014,19:10,135.0757697,1.14628178,Laut Halmahera,"Estelle Mærsk, container ship for Maersk Line",Uganda,Kpl Peti Kemas/Container,216,IMO 56799,TSE42515,47478,Sandar,PT. Indoexpress Logistics,Syaiful Ahyar,Ujung Jampea,Kumai,Munir Said,Benin,,,,F,4,Polri,Kpl Derek/Crane,
Tindak Terror di Laut,Level 5,02/08/2018,11:10,125.8248589,-4.54530252,Laut Banda,Xin Los Angeles,Sao Tome & Principe,Bulker/Kpl Pengangkut Barang Curah,129,IMO 58925,CMH13719,63777,Sandar,PT. Jaya Halim Cargo,Sultan Mahmud,Sungsang,Patani,Morten Strange,Aruba,,,,C,1,TNI AD,Survey/Kpl Survei,
Tindak Terror di Laut,Level 3,25/06/2017,07:35,124.4730883,2.93409968,Laut Sulawesi,Seabulk Pride,Libya,Bulker/Kpl Pengangkut Barang Curah,166,IMO 14173,GVN21021,48839,Lego,PT. Bintang Buana Kargotama,Ricardo Lagos,Sukamara,Ende,Mauro Tassotti,Madagascar,,,,F,1,Bakamla,Kpl Pesiar,
Tindak Terror di Laut,Level 2,29/08/2017,02:25,120.0326197,-8.03358726,Laut Flores,USS Appanoose (AK-226),Belize,Supply Ship,150,IMO 32768,QIG6237,32574,Lego,PT. Bermuda Mandiri Brilian,Anizabella,Elat,Jinato,Maurizio Lanzaro,North Korea,,,,F,3,TNI,Tongkang,
Tindak Terror di Laut,Level 8,04/12/2019,02:35,116.4707032,-7.65251904,Laut Flores,MV Sea Empress,Solomon Is.,Kpl Layar,217,IMO 29259,GTK26174,96891,Lego,PT. Rekha Trans Utama,Aldin Pratama,Tanjung Redeb,Dorosagu,Adriano Marquez,Switzerland,,,,B,3,TNI AL,Kpl Pemadam Kebakaran/Fireboat,
Tindak Terror di Laut,Level 1,25/12/2017,22:15,119.7012568,-7.00349828,Laut Flores,"Edith Mærsk, container ship for Maersk Line",Togo,Tanker,169,IMO 26777,LVA151522,49658,Lego,Sinar Abadi Textil,Sabri Sarolu,Batanjung,Labuhan Maringgai,Arana Rodrguez,Mozambique,,,,B,5,KKP,Kargo/Barang,
Tindak Terror di Laut,Level 4,16/05/2016,00:15,131.935587,0.47618571,Laut Halmahera,"Maharshi Vamadeva, LPG Tanker",Nigeria,Kpl Pesiar,248,IMO 57584,MMK18910,82834,Layar,PT. ACC Express,Hudgens,Marabatuan,Manu/Gamumu,Nizar Datuk Kayo,Cook Is.,,,,D,6,Polri,Kpl Kayu,
Tindak Terror di Laut,Level 7,10/06/2017,21:00,125.0544252,-5.32459892,Laut Banda,SS vedic,Cyprus,Tanker,118,IMO 59451,NDR1393,46529,Sandar,PT. Indo Efti,Abdul Jalil,Daruba,Gita Payahe,Grzegorz Sandomierski,Ethiopia,,,,F,6,Bea Cukai,Tug Boat/Kpl Tunda,
Tindak Terror di Laut,Level 1,13/08/2018,08:05,130.7519034,0.2940904,Laut Halmahera,MV Golden Nori,Trinidad & Tobago,Kpl Derek/Crane,193,IMO 28466,FNR823,95164,Layar,PT. Elnusa Petrofin,Francesco Modesto,Kolaka,Dorosagu,Vicente del Bosque,Zimbabwe,,,,B,6,TNI AD,Kpl Layar,
Tindak Terror di Laut,Level 2,21/12/2017,05:20,134.0907234,1.04130352,Laut Halmahera,MS Stolt Surf,Azerbaijan,Bulker/Kpl Pengangkut Barang Curah,201,IMO 39839,KMD1911,55829,Sandar,PT. Tunas Sejahtera Logistics,Aleksandr Vasilyevich Yefremov,Teluk Malala,Pasapuat,Osvaldo Benavides,Falkland Is.,,,,B,4,Bakamla,Tanker,
Tindak Terror di Laut,Level 3,27/12/2019,18:00,125.813168,-6.4085015,Laut Banda,MS Stolt Surf,Bosnia & Herzegovina,Supply Ship,245,IMO 39487,NPX261415,57225,Lego,Hypnosis,John G.,Leti,Kuala Pembuang,Arswendo,Uzbekistan,,,,E,5,KKP,Kpl Militer,
Tindak Terror di Laut,Level 7,15/11/2018,04:15,137.5013032,0.5133224,Laut Halmahera,MCP Altona,Denmark,Tanker,226,IMO 45497,VWL14168,83829,Lego,PT. Solid Express Global,II Men,Kuala Jelay,Jeneponto,Ryutaro,India,,,,A,4,KKP,Kpl Pemadam Kebakaran/Fireboat,
Tindak Terror di Laut,Level 2,16/10/2018,07:15,130.016353,-6.79110662,Laut Banda,Astron,Guam,Kpl Pemerintah,203,IMO 71654,CGE21810,14724,Lego,PT. Trans Binatama Indonesia,Ramn,Boipinang,Dawai,Santiago Ramn y Cajal,Micronesia,,,,B,2,TNI AU,Kpl Layar,
Tindak Terror di Laut,Level 7,21/11/2014,01:15,124.3726347,4.28994007,Laut Sulawesi,CMA CGM Thalassa,Virgin Is.,Kpl Nelayan,248,IMO 79236,TUH15139,44117,Lego,Asuransi Jiwa Bumi Putra 1912,Giaccherini,Muara Siberut/Simailepet,Senayang,Muhidin M. Said,Kenya,,,,E,2,Bea Cukai,Kpl Kayu,
Tindak Terror di Laut,Level 3,14/09/2019,01:00,117.0249782,-7.12293164,Laut Flores,COSCO Guangzhou,The Gambia,Speed Boat,105,IMO 69139,DGX71417,24185,Lego,PT. Rajawali Dirgantara Indonesia Express,James Taylor,Kangean,Bonerate,Cherundolo,Angola,,,,A,1,Polri,Kpl Kayu,
Tindak Terror di Laut,Level 8,11/12/2016,16:55,122.6324327,3.62442862,Laut Sulawesi,USS Albireo (AK-90),Suriname,Supply Ship,112,IMO 48651,AQN91024,73537,Layar,PD. Elang Jaya,Marc Overmars,Kuala Enok,Glimandangin,Viktorovych,Tunisia,,,,D,3,Polri,Kargo/Barang,
Tindak Terror di Laut,Level 3,28/09/2016,05:45,109.44751,-3.82416,Laut Jawa,CMA CGM Thalassa,Heard I. & McDonald Is.,Supply Ship,116,IMO 55677,KCE71619,92219,Lego,PT. Bahtera Dunia Pratama,Giorgi Chanturia,Sampit,Kao,Brigitta,Swaziland,,,,F,4,TNI,Tongkang,
Tindak Terror di Laut,Level 1,18/03/2014,18:05,108.10331,-5.09186,Laut Jawa,MV Empire MacMahon,Gabon,Kpl Pengebor/Drillship,139,IMO 53385,EYL4816,92993,Sandar,PT. Perishable Logistics Indonesia,Roni Wahyudi,Carocok Painan,Kawaluso,Reale,Morocco,,,,F,3,KKP,Supply Ship,
Tindak Terror di Laut,Level 5,14/11/2018,09:50,123.3086746,1.98054424,Laut Sulawesi,MV Resolution Bay,St. Kitts & Nevis,Kpl Kayu,170,IMO 65857,PFB7207,91667,Sandar,PT. Bintang Jaya Trans,Mohd Muslim Ahmad,Wahai,Kendal,Unggung,Greenland,,,,C,4,TNI AU,Kpl Penyelamat/Lifeboat,
Tindak Terror di Laut,Level 2,03/11/2015,05:10,120.0472199,-7.52568559,Laut Flores,Torben Spirit,Denmark,Kpl Pengeruk/Dredger,167,IMO 82591,ADF231613,82825,Layar,Game Spot,Washington Bush,Matasiri,Bisui,Yassin El,Costa Rica,,,,A,1,TNI AD,Kpl Pemadam Kebakaran/Fireboat,
Tindak Terror di Laut,Level 1,12/02/2019,14:25,118.5833385,-6.67117185,Laut Flores,MV Maj. Bernard F. Fisher (T-AK-4396),Gaza Strip,Kpl Pengeruk/Dredger,107,IMO 38497,TYQ5410,67266,Sandar,PT. Toyo Pack Prima Mandiri,Kim Min-joon,Tanjung Laut,Sibigo,Jos Luis,India,,,,B,2,TNI,Tongkang,
Tindak Terror di Laut,Level 1,01/04/2014,11:20,121.7055872,2.98981972,Laut Sulawesi,MV Southern Lily,Senegal,Survey/Kpl Survei,177,IMO 76712,VPL131714,87164,Layar,Graha Elang,Chaovarat Chanweerakul,Adaut,Dabo Singkep,Bill Conti,Netherlands Antilles,,,,D,5,TNI AU,Kpl Nelayan,
Tindak Terror di Laut,Level 4,19/03/2015,05:35,129.1989115,-6.53889522,Laut Banda,MV Gadila,Peru,Kpl Penyelamat/Lifeboat,134,IMO 39152,DPE2277,31732,Layar,PT. Kum Sung Prima Sentosa,Kham,Maloy,Babang,Pinem,Fiji,,,,D,3,TNI AD,Kpl Ro-Ro,
Tindak Terror di Laut,Level 5,19/04/2015,08:00,135.3097775,0.032723,Laut Halmahera,Hudson Cavalier,St. Kitts & Nevis,Kpl Selam,105,IMO 75331,ZSS12159,55348,Layar,PT. Xpresindo Courier,Auguste,Sampang,Tanjung Moco,Maarten Stekelenburg,Iceland,,,,F,6,TNI AD,Bulker/Kpl Pengangkut Barang Curah,
Tindak Terror di Laut,Level 7,21/11/2019,10:00,119.7943699,-7.64216113,Laut Flores,Maritime Jewel,Estonia,Kpl Derek/Crane,196,IMO 47127,ODI151422,35453,Lego,Dua Saudara,Nordtveit,Hatu Piru,Pangandaran,Depay,Kiribati,,,,A,3,Bea Cukai,Kpl Pengebor/Drillship,
Tindak Terror di Laut,Level 4,15/05/2018,12:15,128.5044816,-6.47175178,Laut Banda,Arnold Mærsk,Cook Is.,Kpl Kayu,176,IMO 52323,JMW101626,17237,Layar,PT. Artha Prima Global,Riki Miura,Amurang,Pulau Banyak,Ralf Mackenbach,Finland,,,,A,3,TNI AU,Kargo/Barang,
Tindak Terror di Laut,Level 4,05/01/2017,05:50,111.03747,-6.10049,Laut Jawa,USS Alnitah (AK-127),Guinea,Kpl Pesiar,138,IMO 26578,NYJ162414,59897,Lego,PT. Bhanda Ghara Reksa (Persero),Gradel,Sedanau,Toli-toli,Brigaud,Kyrgyzstan,,,,A,4,TNI AD,Tug Boat/Kpl Tunda,
Tindak Terror di Laut,Level 7,05/12/2014,19:55,121.4496336,1.95558361,Laut Sulawesi,"Maharshi Krishnatreya, LPG Tanker",The Bahamas,Kpl Pesiar,150,IMO 63291,QUZ111311,57267,Sandar,PT. Pumasera Mitra Sejahtera,Shimura,Manu/Gamumu,Babang,Made Mangku Pastika,Seychelles,,,,B,4,TNI AL,Kargo/Barang,
Tindak Terror di Laut,Level 2,19/07/2015,15:35,124.5475325,2.63889234,Laut Sulawesi,Mærsk Stralsund,Iceland,Kpl Derek/Crane,201,IMO 99964,UPO1421,28324,Layar,PT. Windu Pratama Courier,Susanty,Sungai Pakning,Jailolo,Sergei Semak,British Virgin Is.,,,,E,6,TNI AD,Penumpang,
Tindak Terror di Laut,Level 3,05/02/2017,02:20,110.43329,-3.61637,Laut Jawa,USS Allegan (AK-225),Virgin Is.,Survey/Kpl Survei,126,IMO 13288,XJB81411,78435,Layar,PT. Metta Kreasindo,Lenny Marlina,Pulau Owi,Kroing,Surya Akbar,Norway,,,,C,5,TNI AD,Kpl Ro-Ro,
Tindak Terror di Laut,Level 8,01/12/2014,00:15,110.63003,-5.62581,Laut Jawa,MOL Enterprise,Gibraltar,Kargo/Barang,215,IMO 43537,FWQ3213,36773,Sandar,PT. Tunas Antarnusa Muda Kargo (TAM CARGO),Joseph Whittaker,Ransiki,Sukabangun Ketapang,Muhammad Boudiaf,Brunei,,,,F,3,TNI AD,Kpl Kayu,
Tindak Terror di Laut,Level 7,16/11/2014,11:15,110.31673,-4.81019,Laut Jawa,MV Amastra,Niue,Kargo/Barang,187,IMO 45965,DFD261523,58426,Lego,PT. Kurnia Insurance Indonesia,F. Sharpe,Arwala / Sutilarang,Glimandangin,Ju McElderry,Reunion,,,,C,6,Bea Cukai,Kpl Nelayan,
