kategori,subkategori,tanggal,jam,latitude,longitude,tempat kejadian,nama kapal,bendera kapal,jenis kapal,berat kapal,IMO,Call Sign,MMSI,status kapal,nama perusahaan,nama pemilik,pelabuhan terakhir,pelabuhan tujuan,kapten kapal,kewarganegaraan,jumlah kru,pok/org afiliasi,modus operandi,sumber_klasifikasi_berita,isi_berita,pemeriksa,kapal penangkap,deskripsi
Piracy,Level 2,19/04/2016,03:10,119.1527309,-7.49397286,Laut Flores,MV Empire MacMahon,Greece,Kpl Militer,123,IMO 86867,HXV2512,89181,Layar,PT. Mitra Berjaya Sukses Sejahtera,Romanov,Dabo Singkep,Balikpapan,Christiandy,Netherlands,,,,E,4,TNI AD,Kpl Derek/Crane,
Piracy,Level 3,29/09/2016,13:10,110.87542,-5.85048,Laut Jawa,MV Gadila,Mexico,Kpl Pengeruk/Dredger,245,IMO 25819,XNF21625,12177,Lego,PT. Makis Indonesia Utama,Diederik,Bonerate,Pelaihari/Swarangan,Yusbar,Nigeria,,,,F,2,Bea Cukai,Tongkang,
Piracy,Level 4,07/02/2019,08:35,119.7227168,3.98425899,Laut Sulawesi,"Edith Mærsk, container ship for Maersk Line",Togo,Kpl Nelayan,216,IMO 44929,YRI15526,28565,Lego,PT. Bintang Jaya Trans,Tatang Farhanul,Eray,Sausapor,Eto'o,Faroe Is.,,,,C,2,Polri,Kpl Kayu,
Piracy,Level 1,01/01/2014,16:35,128.5818776,-5.23597913,Laut Banda,SS Gallic,Liechtenstein,Speed Boat,171,IMO 29839,ERK32420,99174,Lego,PT. Gilsum Jasa Semesta,Dan Gosling,Raha,Inawatan,Mechislav Vizgird,Yemen,,,,B,6,KKP,Kargo/Barang,
Piracy,Level 4,26/05/2015,03:40,107.54181,-3.80949,Laut Jawa,SS Belgic |||,South Africa,Kpl Pesiar,145,IMO 71513,APP1741,96853,Layar,PT. Ekspres Sistem Indonesia,Katz,Kepulauan Seribu,Bonerate,Graeme Souness,Micronesia,,,,E,1,TNI AU,Kpl Pemerintah,
Piracy,Level 1,24/10/2015,22:45,133.1514952,1.15874046,Laut Halmahera,SS American Victory,Bhutan,Kargo/Barang,135,IMO 92139,WXI19242,51116,Sandar,PT. Jaha Buana Lestari,Morley,Kalibaru,Indramayu,Arvalo,Comoros,,,,A,3,Bakamla,Kpl Militer,
Piracy,Level 3,07/03/2017,10:45,133.6120016,-0.05634022,Laut Halmahera,MV Capt. Steven L. Bennett (T-AK-4296),Hungary,Kpl Ikan,216,IMO 79453,GRH16321,42382,Lego,PT. Ayucitra Mandiri,Prastika,Malenge,Namrole,Basri Agus,Antigua & Barbuda,,,,D,1,Polri,Survey/Kpl Survei,
Piracy,Level 4,03/02/2017,04:00,120.9911194,3.57176323,Laut Sulawesi,SS Bovic,Somalia,Kargo/Barang,202,IMO 46772,YZA171923,22682,Sandar,PT. Pusaka Cakra,Charbonnier,Falabisahaya,Manggar,Benatelli,Burundi,,,,F,4,Bakamla,Kpl Kayu,
Piracy,Level 1,12/05/2015,09:25,135.6600614,0.18694203,Laut Halmahera,MSC Nuria,China,Kpl Nelayan,203,IMO 69586,AHF1081,32934,Sandar,PD. Intan Mitra Sejati,Fabricio Coloccini,Tanjung Laut,Banjarmasin,Faulkner,Georgia,,,,D,1,KKP,Kpl Ikan,
Piracy,Level 3,13/10/2017,11:50,135.021526,1.66867105,Laut Halmahera,"Edith Mærsk, container ship for Maersk Line",Burkina Faso,Supply Ship,201,IMO 25929,NJR142412,53727,Sandar,Dua Saudara,Benny Dollo,Batu Enam,Weda,Delfim Moreira,Falkland Is.,,,,D,3,KKP,Tanker,
Piracy,Level 2,26/03/2017,04:35,119.7380048,-7.5802295,Laut Flores,MV Empire MacKay,Turkmenistan,Tongkang,169,IMO 55726,XAA81021,97881,Lego,PT. Transindo Xpress,Rahardi,Tanjung Api-Api,Kuala Jelay,I Komang,Northern Mariana Is.,,,,A,5,Bakamla,Kpl Kayu,
Piracy,Level 2,09/01/2019,19:40,108.00732,-5.7061,Laut Jawa,MSC Cordoba,Bermuda,Kpl Pemadam Kebakaran/Fireboat,233,IMO 43469,CLH7613,48129,Lego,PT. Elang Buana Perkasa,Harun Nasution,Anggrek,Dofa,Yan Kazayev,Christmas I.,,,,F,1,Polri,Kpl Peti Kemas/Container,
Piracy,Level 3,08/06/2016,23:00,117.4367685,-6.55074427,Laut Flores,MV Maj. Bernard F. Fisher (T-AK-4396),French Southern & Antarctic Lands,Kpl Militer,166,IMO 59684,QQI17171,65416,Layar,PT. Gamma Epsilon ,Horst Ludwig,Pacitan,Jailolo,Muhammad Zaini,Italy,,,,A,5,TNI AL,Kpl Militer,
Piracy,Level 1,30/10/2017,13:15,138.7152385,0.74299358,Laut Halmahera,"Maharshi Vamadeva, LPG Tanker",El Salvador,Penumpang,217,IMO 48147,SYH41817,13875,Layar,PT. ACC Express,Adrian Mierzejewski,Teluk Tapang,Lewoleba,Fernando Romboli,Singapore,,,,F,2,TNI AL,Tanker,
Piracy,Level 2,10/08/2015,15:45,134.1116153,-0.1042285,Laut Halmahera,Thomas W. Lawson,Barbados,Kpl Penyelamat/Lifeboat,205,IMO 96299,ETC41414,94942,Layar,PT. Tpal Ekspres Indonesia,Jeffrie,Samarinda,Segun,Sanabria Ruiz,Cambodia,,,,A,2,KKP,Kpl Pemadam Kebakaran/Fireboat,
Piracy,Level 2,29/04/2014,03:30,108.94831,-4.7025,Laut Jawa,"Umm Laqhab, LPG Tanker",Dominican Republic,Survey/Kpl Survei,229,IMO 92388,TVO202022,91216,Lego,PT. Jaya Halim Cargo,Shuichi,Mangarang,amahaii,Jefferson Randolph,Nicaragua,,,,A,2,TNI AU,Speed Boat,
Piracy,Level 3,20/10/2019,22:15,127.5494694,-4.29427622,Laut Banda,MSC Sabrina,Gabon,Tongkang,125,IMO 62685,EIW24821,35311,Sandar,PD. Talindo,Sahara Band,Sungai Lumpur,Matasiri,Gamawan Fauzi,Guadeloupe,,,,B,6,TNI AL,Survey/Kpl Survei,
Piracy,Level 2,30/12/2019,00:35,119.9634411,-6.5734163,Laut Flores,MSC Cordoba,Togo,Kpl Pesiar,127,IMO 87288,STB52518,34285,Sandar,Toko Lili,Joachim Heer,Eray,Pulau Baai,Doppert,Cote d'Ivoire,,,,D,3,TNI AL,Kpl Peti Kemas/Container,
Piracy,Level 1,04/06/2014,14:00,127.2354905,-5.73985006,Laut Banda,MSC Cordoba,Tonga,Kpl Pemerintah,152,IMO 75134,KZT252011,56493,Lego,PT. Indo Efti,Di Michele,Tanjung Berakit,Darume,Kruse,Rwanda,,,,C,2,TNI,Kpl Militer,
Piracy,Level 2,16/05/2018,13:15,131.9211935,1.80705969,Laut Halmahera,MV Avenue Star,Russia,Kargo/Barang,171,IMO 47739,JVQ5416,98279,Lego,PT. Nusantara Ekspress,Jorge Andjar Moreno,Mangga Dua,Labuhan,Abel Hernndez,Mongolia,,,,A,6,TNI AD,Kpl Derek/Crane,
Piracy,Level 2,31/08/2019,16:40,107.09969,-3.91591,Laut Jawa,MV Amastra,Thailand,Bulker/Kpl Pengangkut Barang Curah,176,IMO 73365,NGP12722,67675,Layar,PT. Lintas Nusa Ekspress,Nicky Astria,Bantaeng,Binanatu,Bouhours,Pakistan,,,,B,1,Bakamla,Kpl Selam,
Piracy,Level 2,30/11/2015,09:20,107.77717,-4.21545,Laut Jawa,"Gudrun Mærsk, container ship for Maersk Line",The Gambia,Tongkang,151,IMO 15565,WOP52225,94563,Sandar,PT. Pusaka Cakra,Didot,Ereke,Lakor,Kekkonen,Norfolk I.,,,,B,6,Bea Cukai,Kpl Pesiar,
Piracy,Level 1,24/03/2015,22:40,120.7797726,2.51202383,Laut Sulawesi,SS Runic ||,Falkland Is.,Kpl Pengebor/Drillship,244,IMO 83746,UMF261222,34885,Layar,PT. Bermuda Mandiri Brilian,Widjojo,Tanjung Sarang Elang,Ende,Malki,Puerto Rico,,,,B,3,TNI AU,Kpl Ikan,
Piracy,Level 1,15/07/2019,07:40,131.7640958,0.36409536,Laut Halmahera,Torrey Canyon,Eritrea,Tug Boat/Kpl Tunda,128,IMO 27217,WJO24619,92225,Layar,Sendok Piring/Resto,Monnet,Dofa,Mega,Bassong,Cook Is.,,,,A,1,Bakamla,Kpl Layar,
Piracy,Level 2,22/05/2019,13:35,129.5049404,-6.7107061,Laut Banda,SS Medic,Albania,Kpl Penyelamat/Lifeboat,183,IMO 19246,KLF16264,14599,Sandar,PT. Tushimaro Express,Surakiart,Jeneponto,Malbufa,Mansyur,Heard I. & McDonald Is.,,,,C,6,TNI AD,Kpl Nelayan,
Piracy,Level 2,02/05/2017,09:25,128.6259156,-5.4266568,Laut Banda,SS Desabla,Madagascar,Tanker,206,IMO 49955,XAR2495,87313,Lego,PT. Pumasera Mitra Sejahtera,Schrott,Kuala Jelay,Rainis,Harewood,Montenegro,,,,B,4,KKP,Penumpang,
Piracy,Level 2,06/03/2016,02:15,118.7022522,-8.00117232,Laut Flores,MS Star Clipper,Syria,Kpl Pesiar,216,IMO 18681,LFV31226,22746,Lego,PT. Gema Lintas Semesta,Jeffrey Dean,Pontianak,Carocok Painan,Liam Payne,British Virgin Is.,,,,F,6,TNI AD,Kpl Ikan,
Piracy,Level 2,12/03/2014,13:20,119.865105,-7.6588211,Laut Flores,U-Sea Colonsay,Norway,Tongkang,185,IMO 77672,FPM9185,78819,Sandar,PT. Rajawali Dirgantara Indonesia Express,Ojang Sohandi,Ereke,Manggar,Robin Williams,Guatemala,,,,E,1,TNI AD,Tanker,
Piracy,Level 2,19/01/2017,10:25,122.5656593,4.36927312,Laut Sulawesi,MV Colombo Express,Gibraltar,Kpl Pengeruk/Dredger,107,IMO 96146,SQI4223,51857,Lego,PT. Bosko Logistic,Gebre Selassie,Polewali,Tuhaha,Pae,Bhutan,,,,D,2,Bea Cukai,Bulker/Kpl Pengangkut Barang Curah,
Piracy,Level 2,21/10/2014,21:25,129.2944593,-5.68459246,Laut Banda,Truelove,St. Helena,Survey/Kpl Survei,146,IMO 67929,MSC22254,69558,Sandar,PT. Sarana Daya Semesta,Labbadia,Pantoloan,Menanga,Rukavytsya,Greenland,,,,C,3,KKP,Kpl Ikan,
Piracy,Level 2,30/05/2015,14:35,116.518782,-7.20153768,Laut Flores,MSC Sabrina,Equatorial Guinea,Kpl Kayu,163,IMO 78425,ZPV21510,13469,Lego,"PT. Wicaksana Overseas International, Tbk",Russell Martin,Namrole,Amahai,Jmez,Seychelles,,,,F,1,Bea Cukai,Kpl Ro-Ro,
Piracy,Level 2,20/06/2014,01:25,118.6095562,-6.58623138,Laut Flores,SS Medic,Ireland,Kpl Peti Kemas/Container,170,IMO 54472,RUM26117,55531,Sandar,PD. Cahaya Rohmat,Eva Marie,Bungku,Tanjung Pura,Ral Albiol,Ireland,,,,D,5,Polri,Kpl Pemadam Kebakaran/Fireboat,
Piracy,Level 1,29/10/2019,08:45,123.9493013,3.84261545,Laut Sulawesi,"Maharshi Bhardwaj, LPG Tanker*Mesaimeer, LNG Tanker",St. Pierre & Miquelon,Kpl Nelayan,208,IMO 13361,CZU18119,74392,Layar,PT. Perishable Logistics Indonesia,Mateschitz,Kawio,Komodo,Harry Novillo,Austria,,,,F,2,KKP,Tongkang,
Piracy,Level 3,23/03/2015,01:55,118.5857977,-6.83934772,Laut Flores,USS Azimech (AK-124),Australia,Kpl Selam,244,IMO 39316,KGG25618,79155,Lego,PT. Reycom Document Solusi,Jennifer Aniston,Salakan,Loleo Jaya,Shahbaz Bhatti,Bulgaria,,,,B,6,Bea Cukai,Bulker/Kpl Pengangkut Barang Curah,
Piracy,Level 3,25/06/2016,11:30,130.1629548,-4.76887012,Laut Banda,Xin Los Angeles,United Arab Emirates,Kpl Pengebor/Drillship,156,IMO 19862,EZJ10257,91458,Lego,PT. Kereta Api Logistik,Clara Bow,Dapalan,Muntok,Louis Kabes,Madagascar,,,,E,4,Bea Cukai,Tanker,
Piracy,Level 4,27/01/2014,09:35,119.3888224,-7.66111049,Laut Flores,SS Nomadic,Libya,Penumpang,149,IMO 71997,XFA21221,52542,Layar,PT. Satu Sumber Sarana,Alja Bedene,Kalatoa,Kahakitang,Gnero Zeefuik,Pakistan,,,,F,5,KKP,Survey/Kpl Survei,
Piracy,Level 2,28/03/2015,05:50,124.3820457,3.3334383,Laut Sulawesi,Salem,Switzerland,Kpl Ikan,211,IMO 97414,IQO11916,38523,Layar,PT. Rajawali Dirgantara Indonesia Express,Jamilan,Muara Sabak,Penajam Paser,Sutan Bhatoegana,Spain,,,,B,6,TNI AD,Supply Ship,
Piracy,Level 3,05/02/2015,16:05,117.7004819,-6.63666617,Laut Flores,"Al Rekayyat, LNG Tanker",Venezuela,Kpl Ikan,221,IMO 84939,LSE16199,11872,Sandar,PT. Mandiri Global Sejahtera Express,Hasyim,Labuhan Haji,Tanjung Redeb,Adel Emam,Afghanistan,,,,A,3,TNI AU,Kpl Pengebor/Drillship,
Piracy,Level 2,30/03/2018,11:00,119.1971729,-6.92008034,Laut Flores,SS Asiatic,Benin,Kpl Selam,102,IMO 22458,HPE61818,48211,Lego,PD. Intan Mitra Sejati,Safiq,Tanjung Pura,Fani,Menard,St. Pierre & Miquelon,,,,A,4,Bakamla,Kpl Pemerintah,
Piracy,Level 4,17/02/2014,08:55,109.57984,-4.17323,Laut Jawa,USS Alkaid (AK-114),Guyana,Bulker/Kpl Pengangkut Barang Curah,132,IMO 98498,SYH41817,85151,Sandar,PT. Primajaya Abadi Logistik,Belzolu,Sagea,Bagan siapi-api,Lo Baptisto,Sierra Leone,,,,A,1,TNI AU,Kpl Layar,
Piracy,Level 4,30/01/2015,06:40,133.270349,0.996537,Laut Halmahera,"Maharshi Bhardwaj, LPG Tanker*Mesaimeer, LNG Tanker",Dominica,Kpl Nelayan,188,IMO 34435,HXE8121,18816,Lego,Standard Chartered Bank,Hermien,Matutuang,Maloy,Falcam,Trinidad & Tobago,,,,F,3,TNI AU,Kpl Pesiar,
Piracy,Level 3,29/03/2016,00:00,123.2155384,3.37302508,Laut Sulawesi,USS Azimech (AK-124),Finland,Kpl Selam,145,IMO 32332,FYO5622,97222,Lego,PT. Sarana Daya Semesta,G. Harding,Dobo,Muara Sabak,Massampu,Turks & Caicos Is.,,,,C,2,KKP,Kpl Peti Kemas/Container,
Piracy,Level 1,22/07/2017,13:30,108.78771,-5.89451,Laut Jawa,MV Virginian (T-AK 9205),American Samoa,Kpl Layar,148,IMO 64378,ZMI32316,13219,Sandar,PT. Ekamatra Rizqi Anugrah,Marco van Ginkel,Sapeken,Dumai,Esa Septian Pramudha,Kuwait,,,,C,6,TNI,Penumpang,
Piracy,Level 2,17/09/2016,11:40,117.0080047,-6.60339511,Laut Flores,MSC Cordoba,Brazil,Tug Boat/Kpl Tunda,206,IMO 82136,RMB202413,37172,Sandar,PT. Nusantara Ekspress,Bob Schieffer,Segun,Anggrek,Janota,Niger,,,,A,4,Bakamla,Kpl Pengebor/Drillship,
Piracy,Level 4,04/06/2018,05:00,137.7468657,0.63364208,Laut Halmahera,MV Monchegorsk,Sweden,Kpl Militer,188,IMO 34781,YYI2813,53598,Lego,PT. Indoguna Sarana Ekspress,Ratih Puspa,Daruba,Labuha,Sambuaga,Ukraine,,,,F,3,Bakamla,Kpl Pemadam Kebakaran/Fireboat,
Piracy,Level 3,18/12/2018,12:35,132.8367925,0.85796875,Laut Halmahera,SS Fredericksburg,Wallis & Futuna,Kpl Ro-Ro,236,IMO 35275,CBW14426,49334,Sandar,Perusahaan Umum (Perum) Damri,Postiga,Tanjung Santan,Taniwel,Qurnuen,Cayman Is.,,,,B,6,TNI AU,Kpl Pesiar,
Piracy,Level 3,02/12/2018,12:35,130.2115748,-6.25119086,Laut Banda,"Emma Mærsk, container ship for Maersk Line",United Arab Emirates,Speed Boat,113,IMO 41168,WKC4231,39797,Lego,PT. Top Express International,Solihin,Sampit,Teluk Palu,Matthew Lowton,French Polynesia,,,,F,5,TNI,Bulker/Kpl Pengangkut Barang Curah,
Piracy,Level 3,01/08/2018,05:35,121.4653223,3.91658379,Laut Sulawesi,MV Southern Lily,Moldova,Tanker,204,IMO 66229,MFA26125,15865,Sandar,PT. Kargo Dua Empat,Prakoso,Dapalan,Rengat/Kuala Cinaku,Iker Muniain,Palau,,,,B,6,TNI,Kpl Kayu,
Piracy,Level 4,21/08/2018,19:50,119.3888224,-7.66111049,Laut Flores,MV Sirius Star,Trinidad & Tobago,Kpl Ro-Ro,212,IMO 76796,KYZ16916,73946,Sandar,PT. Srna Indonesia,E.H. Nizar,Naikliu,Batu Panjang,Michiaki,Algeria,,,,E,5,Polri,Kpl Ikan,
Piracy,Level 3,21/10/2016,19:20,135.1353486,0.76962654,Laut Halmahera,MV Stolt Strength,Laos,Kpl Derek/Crane,221,IMO 28874,IIB2269,26673,Layar,PT. Srna Indonesia,Brian David Josephson,Subaim,Liana Banggai,Ryana Dea,Iceland,,,,E,4,TNI AD,Supply Ship,
Piracy,Level 4,21/10/2014,15:10,129.7028406,-5.02931053,Laut Banda,Torrey Canyon,Iceland,Kargo/Barang,186,IMO 82963,BOT12219,99915,Lego,PT. Indo Efti,Carreras,Sungai Pakning,Rembang,Jimnez Merlo,Georgia,,,,B,2,TNI AD,Kpl Ikan,
Piracy,Level 1,27/02/2016,22:20,128.5865129,-4.89446089,Laut Banda,MSC Carmen,Cayman Is.,Kpl Penyelamat/Lifeboat,167,IMO 55632,KJK11116,93937,Lego,PT. Andalan Mandiri Ekspress,Alexis Ruano,Boipinang,Nunukan/Tunon Taka,Michael Hurst,United Arab Emirates,,,,F,6,TNI AL,Tug Boat/Kpl Tunda,
Piracy,Level 3,16/08/2019,21:15,124.1494004,2.22046159,Laut Sulawesi,MSC Leigh,Heard I. & McDonald Is.,Penumpang,189,IMO 57433,BAG152422,82834,Lego,PT. Mitra Jasa Perkasa,Laurent Pionnier,Darume,Bungku,Ernesto Laclau,Myanmar,,,,A,4,TNI AL,Kpl Peti Kemas/Container,
Piracy,Level 3,11/06/2017,04:55,119.979906,-6.47302251,Laut Flores,SS Cufic,Portugal,Penumpang,119,IMO 26779,UYV181124,51916,Sandar,PT. Sinar Usaha Cemerlang,Blake Ross,Dawera/Dawelor,Ansus,Ishadi,Comoros,,,,A,4,TNI AU,Kpl Militer,
Piracy,Level 4,05/04/2019,17:40,121.778457,2.31781314,Laut Sulawesi,SS Fredericksburg,St. Pierre & Miquelon,Tongkang,160,IMO 14563,UGJ72624,78179,Sandar,PT. Transindo Xpress,Sarwosri,Pelaihari/Swarangan,Sarmi,Gubbels,Virgin Is.,,,,B,1,KKP,Kpl Pengebor/Drillship,
Piracy,Level 1,02/03/2017,12:25,123.771758,3.78394585,Laut Sulawesi,MSC Sabrina,Iraq,Kpl Pengeruk/Dredger,132,IMO 33319,GJT252420,31681,Sandar,PT. Ensti Expres,Chick Corea,Damar,Kedi,Bagong Kussudiardja,Mauritania,,,,A,6,TNI AU,Supply Ship,
Piracy,Level 4,10/04/2014,18:30,110.42919,-5.64175,Laut Jawa,SS Delphic,Venezuela,Kpl Nelayan,163,IMO 11111,IXF14247,57198,Layar,PT. Jala Sutera Indoraya,Nikola Kalini,Pam,Patimban,Baumann,Norfolk I.,,,,E,6,Bea Cukai,Kpl Derek/Crane,
Piracy,Level 2,21/09/2016,03:05,110.60646,-5.49248,Laut Jawa,MV Macoma,Yemen,Kpl Selam,123,IMO 11679,AGR17109,95646,Layar,PT. Sinar Usaha Cemerlang,Alexeyevich,Waiwuring,Manokwari,Agus Prasetyo,Dominica,,,,D,1,KKP,Tanker,
Piracy,Level 2,27/04/2019,19:35,116.7513069,-8.00492959,Laut Flores,MV Golden Nori,Macedonia,Kpl Selam,148,IMO 51296,FGQ25216,36721,Layar,PT. Xpresindo Courier,Budiardjo,Tanjung Sarang Elang,Tanjung Pura,nal,Lesotho,,,,D,1,TNI AL,Tanker,
Piracy,Level 2,30/12/2015,12:50,120.2874527,3.99213322,Laut Sulawesi,"Estelle Mærsk, container ship for Maersk Line",Iraq,Tug Boat/Kpl Tunda,106,IMO 49924,QNW2123,44219,Sandar,Standard Chartered Bank,Mohammed Rabiu,Waingapu,Air Buaya,DiCaprio,Hungary,,,,D,3,Bakamla,Tanker,
Piracy,Level 3,10/10/2017,15:20,126.0857172,-6.42436109,Laut Banda,Axel Mærsk,Australia,Kpl Militer,113,IMO 73886,EHW12410,86681,Layar,PT. Indonusa Putra Mandiri,Sudrajat,Muara Baru,Teor,Adlai E. Stevenson I,Dominican Republic,,,,B,2,TNI AL,Kpl Layar,
Piracy,Level 1,29/07/2017,08:50,118.4159478,-7.36538801,Laut Flores,"Emma Mærsk, container ship for Maersk Line",British Indian Ocean Territory,Tanker,143,IMO 47777,FYY25149,36394,Sandar,PT. Elnusa Petrofin,Nourma,Mesuji/Lampung,Pulau Kayoa,Hooge,Malawi,,,,E,5,TNI AU,Tongkang,
Piracy,Level 3,12/02/2017,02:50,131.3266844,-0.1670675,Laut Halmahera,"Maharshi Bhardwaj, LPG Tanker*Mesaimeer, LNG Tanker",Cuba,Survey/Kpl Survei,131,IMO 53578,VIJ151215,87277,Layar,PT. Kum Sung Prima Sentosa,Neto Martins,Talang Duku,amahaii,Erik Setiawan,Bermuda,,,,D,5,TNI AL,Speed Boat,
Piracy,Level 1,23/04/2016,01:35,136.4287596,0.38111996,Laut Halmahera,Sitakund,Azerbaijan,Kpl Pemerintah,175,IMO 55291,UGE25196,58294,Lego,PT. Artha Prima Global,Daniele Portanova,Natal / Sikara-kara,Wonreli,Valry Marie Ren,Croatia,,,,A,6,Bea Cukai,Kpl Pengeruk/Dredger,
Piracy,Level 3,30/10/2014,19:40,118.8866376,-7.97351678,Laut Flores,MV Empire MacCabe,Honduras,Tongkang,207,IMO 16217,YTZ122614,44328,Lego,PT. Api Biru Nusantara,Mendel,Subi,Gunung Sitoli,Georgy,Guyana,,,,C,6,TNI AL,Kpl Kayu,
Piracy,Level 3,03/08/2014,06:20,133.4851554,-0.06291199,Laut Halmahera,LT Cortesia,Honduras,Kpl Layar,196,IMO 64674,WRG7216,97375,Layar,PT. Kemala Putra Panglima 14,Halim Shah,Sapeken,Tanjung Priok,Mart,Burkina Faso,,,,B,2,TNI AU,Supply Ship,
